DTA-mean,DTA-se,DTA-lower,DTA-upper,CADRL-mean,CADRL-se,CADRL-lower,CADRL-upper
0.060725,0.047240693607313,0.013484306392687,0.107965693607313,0.063192,0.042743734441436,0.020448265558564,0.105935734441436
0.061488,0.047443461235454,0.014044538764546,0.108931461235454,0.063261,0.042665962089235,0.020595037910766,0.105926962089235
0.055485,0.048995214919418,0.006489785080582,0.104480214919418,0.062608,0.042962161305037,0.019645838694963,0.105570161305037
0.05854,0.047053611551081,0.011486388448919,0.105593611551081,0.065591,0.040962889802845,0.024628110197155,0.106553889802845
0.057829,0.046803851160989,0.011025148839011,0.104632851160989,0.064854,0.040836278215577,0.024017721784423,0.105690278215577
0.053584,0.047231071642511,0.006352928357489,0.100815071642511,0.060524,0.041615703778742,0.018908296221258,0.102139703778742
0.055242,0.047526058762536,0.007715941237464,0.102768058762536,0.062156,0.041836235472375,0.020319764527625,0.103992235472375
0.054798,0.04713000654042,0.00766799345958,0.10192800654042,0.062283,0.041868021525981,0.020414978474019,0.104151021525981
0.056432,0.04736741444812,0.00906458555188,0.10379941444812,0.066586,0.03939983532326,0.02718616467674,0.10598583532326
0.055726,0.046685697874188,0.009040302125812,0.102411697874188,0.066565,0.039224010025748,0.027340989974252,0.105789010025748
0.054305,0.046369136152186,0.007935863847814,0.100674136152186,0.068558,0.037637802991142,0.030920197008858,0.106195802991142
0.057552,0.045216165792778,0.012335834207222,0.102768165792778,0.07754,0.03557780006549,0.04196219993451,0.11311780006549
0.064052,0.041476099581566,0.022575900418434,0.105528099581566,0.081925,0.031835382713264,0.050089617286736,0.113760382713264
0.062448,0.038274179011443,0.024173820988557,0.100722179011443,0.084567,0.02648184376134,0.05808515623866,0.11104884376134
0.063442,0.03695583883502,0.02648616116498,0.10039783883502,0.08423,0.023723585679657,0.060506414320344,0.107953585679656
0.056872,0.038248697219644,0.018623302780356,0.095120697219644,0.079367,0.024480198354997,0.054886801645003,0.103847198354997
0.059535,0.038243969099716,0.021291030900284,0.097778969099716,0.079261,0.02499368842328,0.05426731157672,0.10425468842328
0.061301,0.037993709953096,0.023307290046904,0.099294709953096,0.080658,0.023810228348338,0.056847771651662,0.104468228348338
0.066964,0.035045664617753,0.031918335382247,0.102009664617753,0.083348,0.022516599521242,0.060831400478758,0.105864599521242
0.069141,0.032066894509759,0.037074105490241,0.101207894509759,0.083631,0.019898140830238,0.063732859169762,0.103529140830238
0.072769,0.032844350785181,0.039924649214819,0.105613350785181,0.086598,0.017616247585681,0.068981752414319,0.104214247585681
0.074009,0.033648046057684,0.040360953942316,0.107657046057684,0.094541,0.016085747526926,0.078455252473074,0.110626747526926
0.077903,0.033834440426879,0.044068559573121,0.111737440426879,0.090428,0.016971158593331,0.073456841406669,0.107399158593331
0.073992,0.035945223277927,0.038046776722073,0.109937223277927,0.086111,0.018854244508863,0.067256755491137,0.104965244508863
0.08321,0.033585890750433,0.049624109249567,0.116795890750433,0.090668,0.01942924481291,0.07123875518709,0.11009724481291
0.084688,0.037878882692075,0.046809117307925,0.122566882692075,0.090818,0.022507284298644,0.068310715701356,0.113325284298644
0.083489,0.041414723571455,0.042074276428545,0.124903723571455,0.096919,0.02346297516301,0.073456024836991,0.120381975163009
0.088275,0.043003159796694,0.045271840203306,0.131278159796694,0.100506,0.024178628135194,0.076327371864806,0.124684628135194
0.092535,0.03971062405075,0.05282437594925,0.13224562405075,0.098492,0.024159940583536,0.074332059416464,0.122651940583536
0.093719,0.040203029500275,0.053515970499725,0.133922029500275,0.096742,0.024484518761863,0.072257481238137,0.121226518761863
0.100121,0.036912709748812,0.063208290251189,0.137033709748811,0.099092,0.024155350887536,0.074936649112464,0.123247350887536
0.101482,0.03753164187056,0.06395035812944,0.13901364187056,0.096057,0.025334952762932,0.070722047237068,0.121391952762932
0.102337,0.037948806259223,0.064388193740778,0.140285806259222,0.095776,0.023663393110457,0.072112606889544,0.119439393110456
0.107327,0.039349253093293,0.067977746906707,0.146676253093293,0.094366,0.029135486241009,0.065230513758991,0.123501486241009
0.110527,0.040114749924436,0.070412250075565,0.150641749924436,0.099784,0.027669676696702,0.072114323303298,0.127453676696702
0.110871,0.039697820954052,0.071173179045948,0.150568820954052,0.104152,0.025803594061681,0.078348405938319,0.129955594061681
0.115111,0.037040058126304,0.078070941873696,0.152151058126304,0.105184,0.0261334851962,0.0790505148038,0.1313174851962
0.11679,0.037465482280361,0.07932451771964,0.15425548228036,0.106017,0.025372656029671,0.080644343970329,0.131389656029671
0.110943,0.040572007609927,0.070370992390073,0.151515007609927,0.100706,0.028907827331019,0.071798172668981,0.129613827331019
0.109317,0.03944121764094,0.06987578235906,0.14875821764094,0.09921,0.032351517816016,0.066858482183984,0.131561517816016
0.107017,0.03969727873545,0.06731972126455,0.14671427873545,0.102178,0.033760385498392,0.068417614501609,0.135938385498391
0.108802,0.034555579383075,0.074246420616925,0.143357579383075,0.097625,0.032061042559468,0.065563957440532,0.129686042559468
0.110849,0.030761321021699,0.080087678978301,0.141610321021699,0.099184,0.032384344728588,0.066799655271412,0.131568344728588
0.112606,0.031635517278844,0.080970482721157,0.144241517278844,0.099125,0.031863721926354,0.067261278073646,0.130988721926354
0.107753,0.034783648946021,0.07296935105398,0.142536648946021,0.096708,0.031700555618159,0.065007444381841,0.128408555618159
0.103529,0.034334743606149,0.069194256393851,0.137863743606149,0.097586,0.031481241493944,0.066104758506056,0.129067241493944
0.106458,0.031685682318675,0.074772317681325,0.138143682318675,0.092053,0.028798660368149,0.063254339631851,0.120851660368149
0.109557,0.029802487882726,0.079754512117275,0.139359487882726,0.092868,0.029088621340655,0.063779378659345,0.121956621340655
0.103324,0.033260492231776,0.070063507768225,0.136584492231776,0.095615,0.028571337429319,0.067043662570681,0.124186337429319
0.104161,0.033064958279121,0.071096041720879,0.137225958279121,0.096678,0.028752146685074,0.067925853314926,0.125430146685074
0.097367,0.037386493704278,0.059980506295722,0.134753493704278,0.093522,0.031568664906835,0.061953335093166,0.125090664906834
0.098992,0.035481724401444,0.063510275598556,0.134473724401444,0.094221,0.033219168690682,0.061001831309318,0.127440168690682
0.097556,0.035252672785195,0.062303327214806,0.132808672785195,0.089331,0.036388305552746,0.052942694447254,0.125719305552746
0.097177,0.031316507571886,0.065860492428114,0.128493507571886,0.094222,0.032771301759314,0.061450698240686,0.126993301759314
0.097817,0.029644505418374,0.068172494581626,0.127461505418374,0.095055,0.032418222267731,0.062636777732269,0.127473222267731
0.10095,0.028567994766872,0.072382005233129,0.129517994766872,0.096587,0.030352096122014,0.066234903877986,0.126939096122014
0.099937,0.028377924721516,0.071559075278485,0.128314924721515,0.095077,0.027609324539003,0.067467675460997,0.122686324539003
