DDPG-mean,DDPG-mv,Ddpg-se,DDPG-lower,DDPG-upper,HRS-mean,HRS-mv,HRS-se,HRS-lower,HRS-upper,NRS-mean,NRS-mv,NRS-se,NRS-lower,NRS-upper,RRS-mean,RRS-mv,RRS-se,RRS-lower,RRS-upper
0.3,0.336,0.074833147735479,0.261166852264521,0.410833147735479,0.24,0.238,0.115238882327103,0.122761117672897,0.353238882327103,0.22,0.224,0.091214034007931,0.132785965992069,0.315214034007931,0.18,0.206,0.03346640106,0.17253359894,0.23946640106
0.32,0.346,0.103537432844358,0.242462567155642,0.449537432844358,0.22,0.238,0.086717933554715,0.151282066445285,0.324717933554715,0.22,0.228,0.091214034007931,0.136785965992069,0.319214034007931,0.16,0.21,0.0219089023,0.1880910977,0.2319089023
0.3,0.352,0.105830052442584,0.246169947557416,0.457830052442584,0.2,0.246,0.093808315196469,0.152191684803531,0.339808315196469,0.2,0.226,0.093808315196469,0.132191684803531,0.319808315196469,0.16,0.218,0.06066300355,0.15733699645,0.27866300355
0.32,0.362,0.095498691090507,0.266501308909493,0.457498691090507,0.22,0.254,0.103537432844358,0.150462567155642,0.357537432844358,0.22,0.232,0.086717933554715,0.145282066445285,0.318717933554715,0.24,0.224,0.06066300355,0.16333699645,0.28466300355
0.32,0.368,0.110995495404093,0.257004504595907,0.478995495404093,0.22,0.262,0.10733126291999,0.15466873708001,0.36933126291999,0.24,0.236,0.092086915465771,0.143913084534229,0.328086915465771,0.18,0.224,0.07694153625,0.14705846375,0.30094153625
0.36,0.38,0.104307238483242,0.275692761516758,0.484307238483242,0.24,0.276,0.115238882327103,0.160761117672896,0.391238882327103,0.22,0.238,0.091214034007931,0.146785965992069,0.329214034007931,0.24,0.232,0.06066300355,0.17133699645,0.29266300355
0.4,0.384,0.089442719099992,0.294557280900008,0.473442719099992,0.24,0.29,0.115238882327103,0.174761117672897,0.405238882327104,0.18,0.242,0.081975606127677,0.160024393872323,0.323975606127677,0.2,0.228,0.05656854249,0.17143145751,0.28456854249
0.34,0.384,0.10807404868885,0.27592595131115,0.49207404868885,0.22,0.304,0.09959919678391,0.20440080321609,0.40359919678391,0.28,0.246,0.076941536246685,0.169058463753315,0.322941536246685,0.2,0.232,0.05656854249,0.17543145751,0.28856854249
0.32,0.394,0.091214034007931,0.302785965992069,0.485214034007931,0.32,0.324,0.110995495404093,0.213004504595907,0.434995495404093,0.24,0.246,0.082945765413311,0.163054234586689,0.328945765413311,0.24,0.236,0.06066300355,0.17533699645,0.29666300355
0.38,0.402,0.091214034007931,0.310785965992069,0.493214034007931,0.26,0.326,0.111713920350152,0.214286079649848,0.437713920350152,0.22,0.25,0.059329587896765,0.190670412103235,0.309329587896765,0.26,0.24,0.05366563146,0.18633436854,0.29366563146
0.4,0.4,0.089442719099992,0.310557280900008,0.489442719099992,0.24,0.34,0.100399203184089,0.239600796815911,0.440399203184089,0.26,0.252,0.066932802122726,0.185067197877274,0.318932802122726,0.22,0.242,0.03346640106,0.20853359894,0.27546640106
0.38,0.398,0.091214034007931,0.306785965992069,0.489214034007931,0.3,0.356,0.093808315196469,0.262191684803531,0.449808315196469,0.2,0.252,0.063245553203368,0.188754446796632,0.315245553203368,0.24,0.246,0.045607017,0.200392983,0.291607017
0.4,0.4,0.08,0.32,0.48,0.28,0.364,0.095498691090507,0.268501308909493,0.459498691090507,0.26,0.256,0.066932802122726,0.189067197877274,0.322932802122726,0.22,0.248,0.0438178046,0.2041821954,0.2918178046
0.38,0.402,0.091214034007931,0.310785965992069,0.493214034007931,0.3,0.374,0.093808315196469,0.280191684803531,0.467808315196469,0.26,0.254,0.066932802122726,0.187067197877274,0.320932802122726,0.24,0.252,0.06066300355,0.19133699645,0.31266300355
0.44,0.406,0.066932802122726,0.339067197877274,0.472932802122726,0.36,0.382,0.092086915465771,0.289913084534229,0.474086915465771,0.26,0.25,0.077974354758472,0.172025645241528,0.327974354758472,0.26,0.254,0.06066300355,0.19333699645,0.31466300355
0.4,0.4,0.08,0.32,0.48,0.38,0.384,0.091214034007931,0.292785965992069,0.475214034007931,0.26,0.252,0.07266360849834,0.17933639150166,0.32466360849834,0.2,0.262,0.0632455532,0.1987544468,0.3252455532
0.4,0.404,0.084852813742386,0.319147186257614,0.488852813742386,0.38,0.392,0.091214034007931,0.300785965992069,0.483214034007931,0.22,0.252,0.059329587896765,0.192670412103235,0.311329587896765,0.24,0.276,0.06066300355,0.21533699645,0.33666300355
0.44,0.402,0.07266360849834,0.32933639150166,0.47466360849834,0.42,0.396,0.081975606127677,0.314024393872323,0.477975606127677,0.28,0.256,0.076941536246685,0.179058463753315,0.332941536246685,0.24,0.28,0.06066300355,0.21933699645,0.34066300355
0.4,0.402,0.08,0.322,0.482,0.34,0.398,0.111713920350152,0.286286079649848,0.509713920350151,0.28,0.256,0.076941536246685,0.179058463753315,0.332941536246685,0.28,0.286,0.05215361924,0.23384638076,0.33815361924
0.36,0.406,0.087635609200827,0.318364390799173,0.493635609200827,0.4,0.41,0.08,0.33,0.49,0.24,0.258,0.082945765413311,0.175054234586689,0.340945765413311,0.28,0.284,0.05215361924,0.23184638076,0.33615361924
0.38,0.416,0.091214034007931,0.324785965992069,0.507214034007931,0.4,0.418,0.08,0.338,0.498,0.26,0.262,0.077974354758472,0.184025645241528,0.339974354758472,0.26,0.284,0.05366563146,0.23033436854,0.33766563146
0.4,0.428,0.063245553203368,0.364754446796632,0.491245553203368,0.38,0.424,0.09959919678391,0.32440080321609,0.52359919678391,0.24,0.264,0.077974354758472,0.186025645241528,0.341974354758472,0.26,0.288,0.05366563146,0.23433436854,0.34166563146
0.42,0.438,0.076941536246685,0.361058463753315,0.514941536246685,0.38,0.436,0.103537432844358,0.332462567155642,0.539537432844358,0.24,0.268,0.07266360849834,0.19533639150166,0.34066360849834,0.26,0.294,0.0876356092,0.2063643908,0.3816356092
0.42,0.446,0.086717933554715,0.359282066445285,0.532717933554715,0.38,0.448,0.103537432844358,0.344462567155642,0.551537432844358,0.22,0.268,0.091214034007931,0.176785965992069,0.359214034007931,0.26,0.3,0.06066300355,0.23933699645,0.36066300355
0.38,0.452,0.076941536246685,0.375058463753315,0.528941536246686,0.38,0.456,0.10733126291999,0.34866873708001,0.56333126291999,0.28,0.274,0.076941536246685,0.197058463753315,0.350941536246685,0.34,0.298,0.06066300355,0.23733699645,0.35866300355
0.44,0.464,0.07266360849834,0.39133639150166,0.53666360849834,0.46,0.47,0.082945765413311,0.387054234586689,0.552945765413311,0.26,0.278,0.07266360849834,0.20533639150166,0.35066360849834,0.34,0.296,0.06066300355,0.23533699645,0.35666300355
0.38,0.47,0.091214034007931,0.378785965992069,0.561214034007931,0.42,0.472,0.081975606127677,0.390024393872323,0.553975606127677,0.26,0.282,0.082945765413311,0.199054234586689,0.364945765413311,0.28,0.294,0.07694153625,0.21705846375,0.37094153625
0.44,0.478,0.077974354758472,0.400025645241528,0.555974354758472,0.44,0.48,0.096332756630338,0.383667243369662,0.576332756630338,0.28,0.284,0.076941536246685,0.207058463753315,0.360941536246685,0.3,0.3,0.07483314774,0.22516685226,0.37483314774
0.44,0.476,0.066932802122726,0.409067197877274,0.542932802122726,0.46,0.486,0.104307238483242,0.381692761516758,0.590307238483242,0.3,0.29,0.074833147735479,0.215166852264521,0.364833147735479,0.26,0.302,0.07797435476,0.22402564524,0.37997435476
0.46,0.476,0.045607017003966,0.430392982996034,0.521607017003965,0.48,0.492,0.052153619241621,0.439846380758379,0.544153619241621,0.28,0.292,0.076941536246685,0.215058463753315,0.368941536246685,0.28,0.308,0.05215361924,0.25584638076,0.36015361924
0.5,0.482,0.048989794855664,0.433010205144336,0.530989794855663,0.46,0.492,0.082945765413311,0.409054234586689,0.574945765413311,0.28,0.292,0.076941536246685,0.215058463753315,0.368941536246685,0.3,0.316,0.04898979486,0.26701020514,0.36498979486
0.5,0.482,0.048989794855664,0.433010205144337,0.530989794855664,0.5,0.496,0.048989794855664,0.447010205144336,0.544989794855664,0.28,0.298,0.076941536246685,0.221058463753315,0.374941536246685,0.32,0.322,0.0438178046,0.2781821954,0.3658178046
0.5,0.482,0.056568542494924,0.425431457505076,0.538568542494924,0.5,0.5,0.069282032302755,0.430717967697245,0.569282032302755,0.24,0.302,0.082945765413311,0.219054234586689,0.384945765413311,0.32,0.322,0.0438178046,0.2781821954,0.3658178046
0.48,0.482,0.059329587896765,0.422670412103235,0.541329587896765,0.46,0.506,0.077974354758472,0.428025645241528,0.583974354758472,0.28,0.316,0.076941536246685,0.239058463753315,0.392941536246685,0.24,0.33,0.0726636085,0.2573363915,0.4026636085
0.5,0.486,0.048989794855664,0.437010205144336,0.534989794855663,0.52,0.518,0.052153619241621,0.465846380758379,0.570153619241621,0.32,0.324,0.059329587896765,0.264670412103235,0.383329587896765,0.32,0.338,0.0438178046,0.2941821954,0.3818178046
0.5,0.486,0.048989794855664,0.437010205144337,0.534989794855664,0.48,0.518,0.071554175279993,0.446445824720007,0.589554175279993,0.3,0.326,0.074833147735479,0.251166852264521,0.400833147735479,0.32,0.34,0.0657267069,0.2742732931,0.4057267069
0.46,0.486,0.07266360849834,0.41333639150166,0.55866360849834,0.5,0.524,0.069282032302755,0.454717967697245,0.593282032302755,0.28,0.33,0.076941536246685,0.253058463753314,0.406941536246685,0.34,0.336,0.06066300355,0.27533699645,0.39666300355
0.42,0.49,0.06572670690062,0.42427329309938,0.55572670690062,0.5,0.524,0.069282032302755,0.454717967697245,0.593282032302755,0.34,0.338,0.082945765413311,0.255054234586689,0.420945765413311,0.32,0.336,0.0657267069,0.2702732931,0.4017267069
0.44,0.502,0.066932802122726,0.435067197877274,0.568932802122726,0.52,0.532,0.076941536246685,0.455058463753315,0.608941536246685,0.32,0.344,0.071554175279993,0.272445824720007,0.415554175279993,0.32,0.338,0.0657267069,0.2722732931,0.4037267069
0.52,0.506,0.043817804600413,0.462182195399587,0.549817804600413,0.48,0.538,0.086717933554715,0.451282066445285,0.624717933554715,0.28,0.348,0.071554175279993,0.276445824720007,0.419554175279993,0.36,0.338,0.06066300355,0.27733699645,0.39866300355
0.5,0.506,0.048989794855664,0.457010205144336,0.554989794855664,0.5,0.548,0.069282032302755,0.478717967697245,0.617282032302755,0.34,0.356,0.066932802122726,0.289067197877274,0.422932802122726,0.36,0.34,0.0726636085,0.2673363915,0.4126636085
0.5,0.51,0.04,0.47,0.55,0.54,0.558,0.053665631459995,0.504334368540005,0.611665631459995,0.32,0.36,0.052153619241621,0.307846380758379,0.412153619241621,0.32,0.336,0.07694153625,0.25905846375,0.41294153625
0.5,0.512,0.048989794855664,0.463010205144336,0.560989794855663,0.56,0.562,0.082945765413311,0.479054234586689,0.644945765413311,0.38,0.366,0.043817804600413,0.322182195399587,0.409817804600413,0.4,0.338,0.0632455532,0.2747544468,0.4012455532
0.52,0.516,0.043817804600413,0.472182195399587,0.559817804600413,0.58,0.562,0.06572670690062,0.49627329309938,0.62772670690062,0.36,0.366,0.053665631459995,0.312334368540005,0.419665631459995,0.32,0.328,0.07694153625,0.25105846375,0.40494153625
0.5,0.52,0.056568542494924,0.463431457505076,0.576568542494924,0.52,0.564,0.052153619241621,0.511846380758379,0.616153619241621,0.34,0.37,0.066932802122726,0.303067197877274,0.436932802122726,0.34,0.326,0.08294576541,0.24305423459,0.40894576541
0.5,0.526,0.048989794855664,0.477010205144336,0.574989794855664,0.54,0.572,0.060663003552412,0.511336996447588,0.632663003552412,0.34,0.374,0.045607017003966,0.328392982996034,0.419607017003965,0.28,0.326,0.08197560613,0.24402439387,0.40797560613
0.5,0.532,0.048989794855664,0.483010205144336,0.580989794855663,0.5,0.574,0.089442719099992,0.484557280900008,0.663442719099992,0.36,0.378,0.053665631459995,0.324334368540005,0.431665631459995,0.34,0.33,0.0726636085,0.2573363915,0.4026636085
0.54,0.538,0.035777087639997,0.502222912360003,0.573777087639997,0.58,0.584,0.091214034007931,0.492785965992069,0.675214034007931,0.4,0.382,0.04,0.342,0.422,0.34,0.326,0.06693280212,0.25906719788,0.39293280212
0.48,0.534,0.059329587896765,0.474670412103235,0.593329587896765,0.58,0.588,0.091214034007931,0.496785965992069,0.679214034007931,0.36,0.38,0.053665631459995,0.326334368540005,0.433665631459995,0.32,0.332,0.0657267069,0.2662732931,0.3977267069
0.52,0.538,0.043817804600413,0.494182195399587,0.581817804600413,0.58,0.592,0.091214034007931,0.500785965992069,0.683214034007931,0.36,0.38,0.035777087639997,0.344222912360003,0.415777087639997,0.38,0.336,0.0657267069,0.2702732931,0.4017267069
0.54,0.542,0.035777087639997,0.506222912360003,0.577777087639997,0.6,0.598,0.074833147735479,0.523166852264521,0.672833147735479,0.38,0.384,0.043817804600413,0.340182195399587,0.427817804600413,0.32,0.334,0.0657267069,0.2682732931,0.3997267069
0.52,0.544,0.043817804600413,0.500182195399587,0.587817804600413,0.58,0.598,0.091214034007931,0.506785965992069,0.689214034007931,0.38,0.382,0.043817804600413,0.338182195399587,0.425817804600413,0.34,0.336,0.06693280212,0.26906719788,0.40293280212
0.54,0.544,0.035777087639997,0.508222912360003,0.579777087639997,0.56,0.602,0.092086915465771,0.509913084534229,0.694086915465771,0.38,0.382,0.043817804600413,0.338182195399587,0.425817804600413,0.3,0.334,0.0692820323,0.2647179677,0.4032820323
0.56,0.548,0.035777087639997,0.512222912360003,0.583777087639997,0.6,0.606,0.074833147735479,0.531166852264521,0.680833147735479,0.4,0.384,0.04,0.344,0.424,0.3,0.342,0.0692820323,0.2727179677,0.4112820323
0.56,0.55,0.035777087639997,0.514222912360003,0.585777087639997,0.6,0.608,0.074833147735479,0.533166852264521,0.682833147735479,0.38,0.384,0.043817804600413,0.340182195399587,0.427817804600413,0.34,0.348,0.06693280212,0.28106719788,0.41493280212
0.56,0.55,0.035777087639997,0.514222912360003,0.585777087639997,0.56,0.61,0.092086915465771,0.517913084534229,0.702086915465771,0.38,0.388,0.052153619241621,0.335846380758379,0.440153619241621,0.32,0.35,0.07155417528,0.27844582472,0.42155417528
0.56,0.554,0.035777087639997,0.518222912360003,0.589777087639997,0.6,0.614,0.074833147735479,0.539166852264521,0.688833147735479,0.4,0.39,0.04,0.35,0.43,0.3,0.352,0.0692820323,0.2827179677,0.4212820323
0.5,0.556,0.063245553203368,0.492754446796632,0.619245553203368,0.62,0.62,0.059329587896765,0.560670412103235,0.679329587896765,0.38,0.388,0.043817804600413,0.344182195399587,0.431817804600413,0.4,0.36,0.08,0.28,0.44
0.52,0.564,0.059329587896765,0.504670412103235,0.623329587896765,0.62,0.622,0.059329587896765,0.562670412103235,0.681329587896765,0.36,0.39,0.053665631459995,0.336334368540005,0.443665631459995,0.36,0.356,0.0726636085,0.2833363915,0.4286636085
0.56,0.568,0.035777087639997,0.532222912360003,0.603777087639997,0.64,0.626,0.045607017003966,0.580392982996034,0.671607017003965,0.4,0.392,0.04,0.352,0.432,0.36,0.358,0.0726636085,0.2853363915,0.4306636085
0.56,0.57,0.035777087639997,0.534222912360003,0.605777087639997,0.6,0.628,0.074833147735479,0.553166852264521,0.702833147735479,0.36,0.388,0.053665631459995,0.334334368540005,0.441665631459995,0.34,0.36,0.06693280212,0.29306719788,0.42693280212
0.52,0.572,0.033466401061363,0.538533598938637,0.605466401061363,0.62,0.632,0.059329587896765,0.572670412103235,0.691329587896765,0.38,0.388,0.043817804600413,0.344182195399587,0.431817804600413,0.32,0.366,0.08671793355,0.27928206645,0.45271793355
0.58,0.574,0.033466401061363,0.540533598938637,0.607466401061363,0.6,0.632,0.074833147735479,0.557166852264521,0.706833147735479,0.4,0.388,0.04,0.348,0.428,0.38,0.374,0.0657267069,0.3082732931,0.4397267069
0.58,0.574,0.033466401061363,0.540533598938637,0.607466401061363,0.62,0.636,0.059329587896765,0.576670412103235,0.695329587896765,0.4,0.388,0.04,0.348,0.428,0.36,0.37,0.0726636085,0.2973363915,0.4426636085
0.56,0.576,0.035777087639997,0.540222912360003,0.611777087639997,0.62,0.64,0.059329587896765,0.580670412103235,0.699329587896765,0.42,0.39,0.033466401061363,0.356533598938637,0.423466401061363,0.36,0.368,0.06066300355,0.30733699645,0.42866300355
0.6,0.582,0.028284271247462,0.553715728752538,0.610284271247462,0.6,0.644,0.074833147735479,0.569166852264521,0.718833147735479,0.4,0.388,0.04,0.348,0.428,0.34,0.37,0.06693280212,0.30306719788,0.43693280212
0.58,0.584,0.033466401061363,0.550533598938637,0.617466401061363,0.66,0.65,0.035777087639997,0.614222912360003,0.685777087639997,0.38,0.386,0.043817804600413,0.342182195399587,0.429817804600413,0.38,0.376,0.0657267069,0.3102732931,0.4417267069
0.58,0.588,0.043817804600413,0.544182195399587,0.631817804600413,0.64,0.648,0.045607017003966,0.602392982996034,0.693607017003965,0.4,0.388,0.04,0.348,0.428,0.36,0.376,0.06066300355,0.31533699645,0.43666300355
0.56,0.592,0.045607017003966,0.546392982996035,0.637607017003966,0.66,0.648,0.035777087639997,0.612222912360003,0.683777087639997,0.38,0.39,0.043817804600413,0.346182195399587,0.433817804600413,0.38,0.378,0.0657267069,0.3122732931,0.4437267069
0.58,0.598,0.033466401061363,0.564533598938637,0.631466401061363,0.66,0.648,0.035777087639997,0.612222912360003,0.683777087639997,0.36,0.394,0.053665631459995,0.340334368540005,0.447665631459995,0.38,0.382,0.0657267069,0.3162732931,0.4477267069
0.58,0.6,0.033466401061363,0.566533598938637,0.633466401061363,0.64,0.648,0.045607017003966,0.602392982996034,0.693607017003965,0.36,0.396,0.053665631459995,0.342334368540005,0.449665631459995,0.4,0.384,0.0632455532,0.3207544468,0.4472455532
0.54,0.604,0.035777087639997,0.568222912360003,0.639777087639997,0.62,0.65,0.059329587896765,0.590670412103235,0.709329587896765,0.38,0.402,0.052153619241621,0.349846380758379,0.454153619241621,0.4,0.384,0.0632455532,0.3207544468,0.4472455532
0.58,0.614,0.033466401061363,0.580533598938637,0.647466401061363,0.64,0.654,0.045607017003966,0.608392982996034,0.699607017003966,0.4,0.406,0.048989794855664,0.357010205144336,0.454989794855664,0.34,0.386,0.06693280212,0.31906719788,0.45293280212
0.6,0.618,0.048989794855664,0.569010205144336,0.666989794855664,0.66,0.654,0.035777087639997,0.618222912360003,0.689777087639997,0.42,0.41,0.033466401061363,0.376533598938637,0.443466401061363,0.34,0.39,0.06693280212,0.32306719788,0.45693280212
0.62,0.622,0.043817804600413,0.578182195399587,0.665817804600413,0.66,0.652,0.035777087639997,0.616222912360003,0.687777087639997,0.4,0.41,0.028284271247462,0.381715728752538,0.438284271247462,0.38,0.394,0.0657267069,0.3282732931,0.4597267069
0.62,0.624,0.043817804600413,0.580182195399587,0.667817804600413,0.66,0.65,0.035777087639997,0.614222912360003,0.685777087639997,0.38,0.41,0.052153619241621,0.357846380758379,0.462153619241621,0.4,0.392,0.05656854249,0.33543145751,0.44856854249
0.62,0.626,0.052153619241621,0.573846380758379,0.678153619241621,0.64,0.648,0.045607017003966,0.602392982996034,0.693607017003965,0.4,0.416,0.04,0.376,0.456,0.38,0.392,0.0657267069,0.3262732931,0.4577267069
0.62,0.626,0.052153619241621,0.573846380758379,0.678153619241621,0.64,0.646,0.045607017003966,0.600392982996034,0.691607017003965,0.42,0.42,0.033466401061363,0.386533598938637,0.453466401061363,0.38,0.394,0.0657267069,0.3282732931,0.4597267069
0.62,0.628,0.033466401061363,0.594533598938637,0.661466401061363,0.66,0.648,0.035777087639997,0.612222912360003,0.683777087639997,0.42,0.422,0.033466401061363,0.388533598938637,0.455466401061363,0.42,0.39,0.0593295879,0.3306704121,0.4493295879
0.6,0.628,0.028284271247462,0.599715728752538,0.656284271247462,0.66,0.646,0.035777087639997,0.610222912360003,0.681777087639997,0.38,0.422,0.052153619241621,0.369846380758379,0.474153619241621,0.4,0.382,0.0632455532,0.3187544468,0.4452455532
