HRS-mean,HRS-se,HRS-upper,HRS-lower,RRS-mean,RRS-se,RRS-upper,RRS-lower,SARSA-mean,SARSA-se,SARSA-upper,SARSA-lower,NRS-mean,NRS-se,NRS-upper,NRS-lower,SARSA-RS-mean,SARSA-RS-se,SARSA-RS-upper,SARSA-RS-lower,HRS-init-mean,HRS-init-se,HRS-init-upper,HRS-init-lower,RRS-init-mean,RRS-init-se,RRS-init-upper,RRS-init-lower
170.7636,1.59122815843902,172.354828158439,169.172371841561,197.150600000001,1.86378995148657,199.014389951487,195.286810048514,407.309999999999,27.5320775082301,434.842077508229,379.777922491769,585.056999999998,11.3608527288107,596.417852728809,573.696147271187,31.441,1.15265395072855,32.5936539507285,30.2883460492714,112.447,3.71694913899853,116.163949138999,108.730050861002,119.576,4.46545501741004,124.04145501741,115.11054498259
198.9868,1.46634155582246,200.453141555822,197.520458444177,189.3333,1.64400837512002,190.97730837512,187.68929162488,333.8,21.5860972841223,355.386097284122,312.213902715878,558.518,11.2710903267231,569.789090326723,547.246909673277,31.7500000000001,1.31923685738607,33.0692368573861,30.430763142614,108.044,3.99173095034973,112.03573095035,104.05226904965,115.825,4.31125100872824,120.136251008728,111.513748991272
163.862599999999,1.45547867519295,165.318078675192,162.407121324806,187.660999999999,1.59236052736337,189.253360527363,186.068639472636,328.75,22.1340104633552,350.884010463355,306.615989536645,545.444999999999,10.9946781636809,556.43967816368,534.450321836318,35.2059999999999,1.54953626179791,36.7555362617978,33.656463738202,107.227,4.4477697925058,111.674769792506,102.779230207494,116.901,4.36941907145813,121.270419071458,112.531580928542
168.525799999999,1.79093380051408,170.316733800513,166.734866199485,197.5349,2.02064595097829,199.555545950978,195.514254049021,324.059999999999,27.929578904412,351.989578904411,296.130421095587,523.635,10.9698265651681,534.604826565168,512.665173434832,29.894,0.883579921386559,30.7775799213866,29.0104200786134,102.577,4.11116720248238,106.688167202482,98.4658327975177,115.998,4.76215898035273,120.760158980353,111.235841019647
160.0748,1.61690336079303,161.691703360793,158.457896639207,196.1465,1.76001780958148,197.906517809582,194.386482190419,313.85,27.2070043528975,341.057004352898,286.642995647103,525.601999999999,11.389412729299,536.991412729298,514.2125872707,31.453,1.16893464282619,32.6219346428262,30.2840653571738,103.782,4.18872652555713,107.970726525557,99.5932734744428,109.867,4.2104606981054,114.077460698106,105.656539301895
188.0428,1.78874262453649,189.831542624536,186.254057375463,188.359400000001,1.69862372979466,190.058023729795,186.660776270206,304.839999999999,21.7247413765685,326.564741376568,283.115258623431,506.042999999999,11.327741472945,517.370741472944,494.715258527054,30.502,1.10585483265703,31.607854832657,29.396145167343,97.549,3.46053534932153,101.009535349322,94.0884646506785,106.027,4.16015807225955,110.187158072259,101.86684192774
167.004,1.46526319070049,168.469263190701,165.5387368093,182.8784,1.6629500237897,184.54135002379,181.215449976211,323.08,25.4425821381908,348.522582138191,297.637417861809,507.335,11.0204761089831,518.355476108983,496.314523891017,24.9330000000001,0.736531730470579,25.6695317304707,24.1964682695295,87.678,2.84602568122253,90.5240256812225,84.8319743187775,102.62,3.9866408046004,106.6066408046,98.6333591953997
179.992399999999,1.73307090094398,181.725470900943,178.259329099055,165.1719,1.49878515162517,166.670685151625,163.673114848375,297.969999999999,23.4676370968423,321.437637096841,274.502362903157,468.541999999999,11.0313317653181,479.573331765317,457.510668234681,22.694,0.242704077570339,22.9367040775703,22.4512959224297,100.804,4.32144147715093,105.125441477151,96.4825585228492,101.24,3.80048972135462,105.040489721355,97.4395102786454
169.9818,1.57690202894057,171.55870202894,168.404897971059,168.446499999999,1.61260215253027,170.05910215253,166.833897847469,273.289999999999,20.0940027989658,293.384002798965,253.195997201033,486.533999999999,11.388177177381,497.92217717738,475.145822822618,23.316,0.528980116794538,23.8449801167946,22.7870198832055,82.9439999999999,3.27933207877502,86.223332078775,79.6646679212249,93.682,3.67383150320124,97.3558315032012,90.0081684967987
166.501799999999,1.58836431897629,168.090164318976,164.913435681023,163.143,1.43736076741282,164.580360767413,161.705639232587,279.8,20.8426282295479,300.642628229548,258.957371770452,443.232,10.8489710271687,454.080971027169,432.383028972831,23.442,0.344585802631763,23.7865858026317,23.0974141973682,84.6169999999999,3.37398341357439,87.9909834135743,81.2430165864255,93.65,3.53845024412243,97.1884502441225,90.1115497558776
145.8222,1.65646934405222,147.478669344052,144.165730655947,162.908699999998,1.60034186530243,164.509041865301,161.308358134696,290.879999999999,22.2033270780154,313.083327078014,268.676672921984,423.964999999999,10.4806732745224,434.445673274521,413.484326725477,20.74,0.118111601252159,20.8581116012522,20.6218883987479,82.3210000000002,2.8896238310349,85.2106238310351,79.4313761689653,89.962,3.54964428225287,93.5116442822529,86.4123557177472
127.4928,1.10939611987382,128.602196119874,126.383403880126,164.457400000001,1.63522754851963,166.09262754852,162.822172451481,288.4,23.7482035471564,312.148203547156,264.651796452844,447.805999999999,11.031319520999,458.837319520998,436.774680479,21.301,0.223038438716615,21.5240384387166,21.0779615612834,88.299,3.60040977522692,91.899409775227,84.6985902247731,87.9140000000001,3.47621585645665,91.3902158564567,84.4377841435434
140.206,1.2528217720966,141.458821772097,138.953178227903,155.5551,1.49300309518207,157.048103095182,154.062096904818,275.229999999999,20.328597834061,295.55859783406,254.901402165938,427.399999999999,10.5187569725823,437.918756972581,416.881243027417,23.951,0.992618703677747,24.9436187036777,22.9583812963223,72.8829999999998,2.93351339042654,75.8165133904263,69.9494866095732,82.3940000000002,2.92034230239593,85.3143423023961,79.4736576976043
133.019000000001,1.4687875399743,134.487787539975,131.550212460026,149.7622,1.58207808347826,151.344278083478,148.180121916521,265.51,22.5838616509822,288.093861650982,242.926138349018,428.748999999999,10.3955538351036,439.144553835103,418.353446164895,21.4,0.404971606414575,21.8049716064146,20.9950283935854,73.4110000000001,2.89963134569568,76.3106313456958,70.5113686543044,83.4349999999999,3.37881283162462,86.8138128316246,80.0561871683753
138.294000000001,1.26574451107509,139.559744511076,137.028255488926,148.829399999999,1.47356181682576,150.302961816825,147.355838183173,226.069999999999,16.3007978673165,242.370797867316,209.769202132683,434.521,10.9727178080498,445.49371780805,423.54828219195,21.84,0.383279667218733,22.2232796672187,21.4567203327813,68.769,2.29125806108839,71.0602580610884,66.4777419389116,78.7290000000002,3.09781116160959,81.8268111616098,75.6311888383906
131.661200000001,1.54069383564857,133.20189383565,130.120506164353,136.292400000001,1.33443370069634,137.626833700697,134.957966299304,260.829999999999,20.3732150113572,281.203215011356,240.456784988642,394.747999999999,10.1440989367828,404.892098936782,384.603901063216,20.356,0.146706464706868,20.5027064647068,20.2092935352931,67.283,2.53975062638918,69.8227506263892,64.7432493736108,81.783,3.46871011484974,85.2517101148498,78.3142898851503
136.5716,1.355603973717,137.927203973717,135.215996026283,140.128999999999,1.38452276479249,141.513522764792,138.744477235207,215.91,15.7422938980225,231.652293898023,200.167706101978,419.475999999999,10.8402333038584,430.316233303857,408.635766696141,20.63,0.230174021297103,20.8601740212971,20.3998259787029,62.79,2.25870574702674,65.0487057470268,60.5312942529733,76.9590000000001,3.2114779946171,80.1704779946173,73.7475220053831
133.8476,1.48876495106916,135.336364951069,132.358835048931,117.8553,0.96189316456507,118.817193164565,116.893406835435,275.099999999999,19.1094481893384,294.209448189337,255.990551810661,385.043,10.1166095575513,395.159609557551,374.926390442449,19.928,0.196084842007904,20.1240848420079,19.7319151579921,62.051,2.27503850499265,64.3260385049926,59.7759614950073,75.126,3.02609209333711,78.1520920933371,72.0999079066629
112.6028,1.15892587085344,113.761725870854,111.443874129147,131.612799999999,1.28213454618284,132.894934546182,130.330665453816,227.84,16.7144510148336,244.554451014834,211.125548985166,388.779,10.4954127049319,399.274412704932,378.283587295068,24.904,1.13458365229897,26.038583652299,23.769416347701,61.043,2.68916953422126,63.7321695342212,58.3538304657787,74.4840000000001,3.41384593795444,77.8978459379545,71.0701540620457
92.5810000000001,0.921282095761116,93.5022820957612,91.659717904239,123.882699999999,1.34215237263515,125.224852372634,122.540547627364,253.529999999999,19.6634689490718,273.193468949071,233.866531050927,386.024999999999,10.5707298094173,396.595729809416,375.454270190582,20.805,0.259958753562089,21.0649587535621,20.5450412464379,58.9800000000001,2.41532925610887,61.395329256109,56.5646707438912,69.2819999999999,2.93356886783015,72.2155688678301,66.3484311321698
103.1204,0.97613056169313,104.096530561693,102.144269438307,111.4766,0.972202357015393,112.448802357016,110.504397642985,228.389999999999,19.6838081178465,248.073808117846,208.706191882153,376.823,10.3623997703234,387.185399770323,366.460600229677,20.514,0.316420489105756,20.8304204891058,20.1975795108942,56.967,2.29302810468797,59.2600281046879,54.673971895312,66.7350000000001,2.78223428247921,69.5172342824793,63.9527657175209
111.0712,1.20409806837808,112.275298068379,109.867101931622,109.358799999999,1.2451992123206,110.60399921232,108.113600787679,204.7,15.5426003050462,220.242600305046,189.157399694954,356.092,9.9722634127651,366.064263412765,346.119736587235,19.955,0.185955786558403,20.1409557865584,19.7690442134416,54.784,2.35420764539529,57.1382076453953,52.4297923546047,64.0040000000001,2.54691435991805,66.5509143599181,61.457085640082
84.4269999999999,0.839371265598337,85.2663712655983,83.5876287344016,116.7653,1.15199395423676,117.917293954237,115.613306045764,231.869999999999,17.5604218386551,249.430421838654,214.309578161344,331.882999999999,10.1244582059962,342.007458205995,321.758541794003,19.681,0.102429149809656,19.7834291498097,19.5785708501904,50.487,1.69198068240439,52.1789806824044,48.7950193175956,65.0209999999999,2.74852923796927,67.7695292379692,62.2724707620307
77.3777999999999,0.943184873970448,78.3209848739703,76.4346151260294,90.9934999999996,0.913908140123428,91.907408140123,90.0795918598762,199.66,15.2820765155217,214.942076515522,184.377923484478,345.395,10.370276544558,355.765276544558,335.024723455442,19.758,0.142905065892909,19.9009050658929,19.6150949341071,49.8700000000001,2.0447728959951,51.9147728959952,47.825227104005,63.35,2.96954536919369,66.3195453691937,60.3804546308063
88.0687999999998,1.12578816237988,89.1945881623797,86.9430118376199,92.3084999999997,0.903637819541602,93.2121378195413,91.4048621804581,211.889999999999,16.547146569604,228.437146569603,195.342853430395,354.481000000001,10.5681190748296,365.049119074831,343.912880925171,19.432,0.077970862862072,19.5099708628621,19.3540291371379,50.1460000000001,1.98816434971595,52.134164349716,48.1578356502841,60.8689999999999,2.63777362347278,63.5067736234727,58.2312263765272
76.4751999999999,0.987750425758635,77.4629504257586,75.4874495742413,90.7259999999993,0.929596260384438,91.6555962603838,89.7964037396149,232.72,16.7460659031404,249.46606590314,215.97393409686,311.944999999999,9.37371636724375,321.318716367243,302.571283632755,19.361,0.067744138257623,19.4287441382576,19.2932558617424,44.999,1.55068747032748,46.5496874703274,43.4483125296725,60.014,2.60275702825833,62.6167570282583,57.4112429717417
70.6969999999997,0.885467675525447,71.5824676755252,69.8115323244743,87.1982999999999,0.818663996267626,88.0169639962675,86.3796360037323,200.61,17.1154894405003,217.7254894405,183.4945105595,312.939,9.98329622331634,322.922296223316,302.955703776684,19.203,0.025385732911144,19.2283857329111,19.1776142670888,42.812,1.51767189602496,44.329671896025,41.294328103975,56.433,2.59903645636253,59.0320364563625,53.8339635436375
71.0436000000002,0.873640506545722,71.917240506546,70.1699594934545,85.2551999999999,1.02745688671662,86.2826568867165,84.2277431132833,212.709999999999,17.4644128490372,230.174412849036,195.245587150962,283.887,9.67153652993409,293.558536529934,274.215463470066,19.185,0.024028157489715,19.2090281574898,19.1609718425103,44.328,1.66129296342045,45.9892929634205,42.6667070365796,54.075,2.34130456841524,56.4163045684152,51.7336954315847
67.6324000000002,0.8220674829469,68.4544674829471,66.8103325170533,79.2785999999999,0.880428448898241,80.1590284488982,78.3981715511017,174.43,12.8672888450606,187.297288845061,161.562711154939,285.181,9.45993078883398,294.640930788834,275.721069211166,19.131,0.016796461565465,19.1477964615655,19.1142035384346,44.972,2.37019050268518,47.3421905026852,42.6018094973149,53.8679999999999,2.50129227381349,56.3692922738134,51.3667077261864
63.9549999999999,0.993579738908636,64.9485797389085,62.9614202610913,71.5051999999996,0.686436331191527,72.1916363311911,70.8187636688081,176.06,13.0410991356812,189.101099135681,163.018900864319,271.739999999999,9.30602807638997,281.046028076389,262.433971923609,19.188,0.030848137830502,19.2188481378305,19.1571518621695,37.607,1.38648869519441,38.9934886951945,36.2205113048056,51.1410000000001,1.98695019819071,53.1279501981908,49.1540498018093
60.6639999999999,0.656286783071369,61.3202867830713,60.0077132169286,75.0102000000007,0.720490527526916,75.7306905275277,74.2897094724738,206.56,18.2621556031243,224.822155603124,188.297844396876,264.693,9.23420637187181,273.927206371872,255.458793628128,19.118,0.018504551289324,19.1365045512893,19.0994954487107,40.069,1.82620296140825,41.8952029614083,38.2427970385918,49.7350000000001,2.28422600971608,52.0192260097162,47.450773990284
49.7692000000004,0.511449734792301,50.2806497347927,49.2577502652081,70.1378000000005,0.697242709431646,70.8350427094321,69.4405572905688,168.439999999999,11.6391044120736,180.079104412073,156.800895587925,266.838999999999,9.11867936668421,275.957679366683,257.720320633315,19.192,0.038504786957182,19.2305047869572,19.1534952130428,36.163,1.09689726711968,37.2598972671197,35.0661027328803,49.212,2.20842119628031,51.4204211962803,47.0035788037197
50.0832000000002,0.592895792123733,50.6760957921239,49.4903042078765,73.2026999999997,0.94943133677867,74.1521313367784,72.2532686632211,147.369999999999,12.095367299136,159.465367299135,135.274632700863,279.438999999999,9.90910453227896,289.348104532278,269.52989546772,19.106,0.013890894750026,19.11989089475,19.09210910525,35.3260000000001,1.39862070049884,36.7246207004989,33.9273792995012,44.444,1.79200227012583,46.2360022701259,42.6519977298742
54.2615999999998,0.717556747102649,54.9791567471024,53.5440432528971,67.2811000000001,0.619796194737677,67.9008961947377,66.6613038052624,155.85,12.3064438651488,168.156443865149,143.543556134851,238.74,8.90554721346034,247.64554721346,229.83445278654,19.094,0.013391913356335,19.1073919133563,19.0806080866437,35.163,1.58512556412861,36.7481255641286,33.5778744358713,44.2400000000001,1.80166545129733,46.0416654512974,42.4383345487028
49.7184000000004,0.748021459421034,50.4664214594215,48.9703785405794,66.2124999999998,0.686522429116171,66.899022429116,65.5259775708837,163.27,14.3329235670814,177.602923567081,148.937076432919,245.802,9.14190752902636,254.943907529026,236.660092470974,19.102,0.014758516653574,19.1167585166536,19.0872414833464,38.3270000000001,1.70181439741331,40.0288143974134,36.6251856025868,44.808,1.97008791234868,46.7780879123487,42.8379120876513
