,AC-mean,AC-10_moving_average,AC-se,AC-upper,AC-lower,HRS-mean,HRS-10_moving_average,HRS-se,HRS-upper,HRS-lower,RRS-mean,RRS-10_moving_average,RRS-se,RRS-upper,RRS-lower,NRS-mean,NRS-10_moving,NRS-se,NRS-upper,NRS-lower,SARSA-RS-mean,SARSA-RS-se,SARSA-RS-10_moving,SARSA-RS-upper,SARSA-RS-lower
33,4670.26,4755.73,427.3458388,5183.075839,4328.384161,2816.34,2970.145,364.8327634,3334.977763,2605.312237,4274.04,4292.057,410.2045509,4702.261551,3881.852449,4935.578431,4764.356863,402.9106912,5167.267554,4361.446172,4634.12,415.267792943301,4125.566,4540.8337929433,3710.2982070567
34,4969.38,4736.801,417.2812413,5154.082241,4319.519759,3135.62,2962.356,377.65046,3340.00646,2584.70554,4490.32,4296.067,425.3790302,4721.44603,3870.68797,4927.656863,4765.344118,417.2040752,5182.548193,4348.140042,4130.92,409.867587076607,4046.506,4456.37358707661,3636.63841292339
35,4858.9,4689.791,425.2232408,5115.014241,4264.567759,3361.73,2900.569,371.6341865,3272.203187,2528.934814,4338.31,4238.68,415.4381096,4654.11811,3823.24189,5177.22549,4715.939216,413.7064062,5129.645622,4302.232809,4193.12,398.191352311925,4036.708,4434.89935231193,3638.51664768807
36,4642.03,4636.294,421.026272,5057.320272,4215.267728,3104.71,2862.813,367.4441991,3230.257199,2495.368801,4038.05,4204.807,398.1643137,4602.971314,3806.642686,4742.941176,4678.683333,399.8165895,5078.499923,4278.866744,4384.74,407.440616438764,4057.492,4464.93261643876,3650.05138356124
37,4530.19,4657.772,439.5813542,5097.353354,4218.190646,3245,2836.294,369.6957725,3205.989773,2466.598228,4853.65,4271.405,409.7310673,4681.136067,3861.673933,4728.107843,4651.544118,396.8249531,5048.369071,4254.719165,4324.83,400.642834218959,4006.227,4406.86983421896,3605.58416578104
38,5035.88,4628.503,426.0982542,5054.601254,4202.404746,2874.66,2759.719,356.8623066,3116.581307,2402.856693,4126.87,4240.12,417.1392186,4657.259219,3822.980781,4828.078431,4604.99902,413.3002849,5018.299304,4191.698735,3706.35,393.870797946484,3995.022,4388.89279794648,3601.15120205352
39,4937.26,4548.845,418.1892681,4967.034268,4130.655732,2483.82,2722.58,328.4434915,3051.023492,2394.136509,4072.97,4283.358,421.5450452,4704.903045,3861.812955,4536.22549,4541.009804,408.0809504,4949.090754,4132.928854,3743.1,406.188672540237,4057.152,4463.34067254024,3650.96332745976
40,4704.16,4504.9,414.8236555,4919.723656,4090.076345,3098.27,2719.992,370.515794,3090.507794,2349.476206,4108.91,4340.43,406.1230934,4746.553093,3934.306907,4886.843137,4489.332353,413.4742576,4902.806611,4075.858095,3566.03,379.344974780212,4110.747,4490.09197478021,3731.40202521979
41,4556.97,4515.6,419.4633549,4935.063355,4096.136645,2823.5,2696.021,368.5470444,3064.568044,2327.473956,4485.76,4408.235,411.5146924,4819.749692,3996.720308,4439.333333,4371.190196,392.9950944,4764.18529,3978.195102,4359.78,408.259202855245,4130.233,4538.49220285525,3721.97379714476
42,4652.27,4445.24,427.9363286,4873.176329,4017.303671,2757.8,2718.328,351.8539558,3070.181956,2366.474044,4131.69,4394.862,423.5195813,4818.381581,3971.342419,4441.578431,4303.003922,394.5386819,4697.542603,3908.46524,4212.67,413.254877056521,4105.188,4518.44287705652,3691.93312294348
43,4480.97,4417.874,419.2784026,4837.152403,3998.595597,2738.45,2712.548,361.1472925,3073.695293,2351.400708,4314.14,4434.388,414.3451848,4848.733185,4020.042815,4945.45098,4286.052941,407.7008249,4693.753766,3878.352116,3843.52,395.984621792312,4095.833,4491.81762179231,3699.84837820769
44,4499.28,4399.875,435.4134327,4835.288433,3964.461567,2517.75,2765.071,350.7189685,3115.789969,2414.352032,3916.45,4420.206,407.5067353,4827.712735,4012.699265,4433.607843,4180.947059,396.7164525,4577.663511,3784.230606,4032.94,404.404866642329,4138.239,4542.64386664233,3733.83413335767
45,4323.93,4384.396,430.5277922,4814.923792,3953.868208,2984.17,2779.337,369.2871826,3148.624183,2410.049817,3999.58,4487.411,413.2339674,4900.644967,4074.177033,4804.666667,4165.12451,400.1220626,4565.246572,3765.002447,4400.96,394.559185654066,4209.559,4604.11818565407,3814.99981434593
46,4856.81,4341.625,414.0019888,4755.626989,3927.623011,2839.52,2732.072,354.7192649,3086.791265,2377.352735,4704.03,4515.822,423.1866658,4939.008666,4092.635334,4471.54902,4081.4,391.4090273,4472.809027,3689.990973,3872.09,400.816200544589,4177.323,4578.13920054459,3776.50679945541
47,4237.5,4291.222,405.3653225,4696.587323,3885.856678,2479.25,2741.667,332.3049402,3073.97194,2409.36206,4540.8,4441.146,428.5137085,4869.659709,4012.632292,4262.656863,4033.427451,406.40356,4439.831011,3627.023891,4212.78,394.447101036375,4233.889,4628.33610103637,3839.44189896362
48,4239.3,4292.091,399.8477582,4691.938758,3892.243242,2503.27,2776.184,349.1334352,3125.317435,2427.050565,4559.25,4434.903,421.3852414,4856.288241,4013.517759,4188.186275,3988.902941,387.9312098,4376.834151,3600.971731,4327.65,415.644981294133,4275.909,4691.55398129413,3860.26401870587
49,4497.81,4278.764,430.8931277,4709.657128,3847.870872,2457.94,2820.178,330.8080784,3150.986078,2489.369922,4643.69,4421.678,413.6363378,4835.314338,4008.041662,4019.45098,3937.370588,377.6345488,4315.005137,3559.736039,4279.05,398.605488766775,4283.591,4682.19648876678,3884.98551123323
50,4811.16,4245.737,414.5289967,4660.265997,3831.208003,2858.56,2871.523,351.5034479,3223.026448,2520.019552,4786.96,4388.268,423.7570405,4812.025041,3964.51096,3705.421569,3948.016667,386.391258,4334.407925,3561.625409,3760.89,381.813933453194,4266.055,4647.86893345319,3884.24106654681
51,3853.37,4204.339,392.6625028,4597.001503,3811.676497,3046.57,2845.911,363.7053451,3209.616345,2482.205655,4352.03,4330.668,403.9685459,4734.636546,3926.699454,3757.470588,3983.138235,381.2936343,4364.43187,3601.844601,4109.33,411.963412709187,4308.497,4720.46041270919,3896.53358729081
52,4378.61,4229.819,410.3297167,4640.148717,3819.489283,2700,2826.05,345.7230834,3171.773083,2480.326917,4526.95,4359.019,428.6158829,4787.634883,3930.403117,4272.068627,3974.776471,391.0280986,4365.804569,3583.748372,4119.12,417.585892070122,4306.034,4723.61989207012,3888.44810792988
53,4300.98,4223.39,413.7688524,4637.158852,3809.621148,3263.68,2854.325,374.5718174,3228.896817,2479.753183,4172.32,4326.841,413.6028527,4740.443853,3913.238147,3894.392157,3910.139216,387.0852086,4297.224424,3523.054007,4267.58,411.363095131297,4285.377,4696.7400951313,3874.0139048687
54,4344.49,4294.385,415.4025714,4709.787571,3878.982429,2660.41,2791.476,347.1940147,3138.670015,2444.281985,4588.5,4303.943,413.3904867,4717.333487,3890.552513,4275.382353,3943.983333,388.5441738,4332.527507,3555.43916,4746.14,420.514231155142,4271.102,4691.61623115514,3850.58776884486
55,3896.22,4299.274,397.6973848,4696.971385,3901.576615,2511.52,2791.331,347.8594019,3139.190402,2443.471598,4283.69,4249.912,405.8641427,4655.776143,3844.047857,3967.421569,3914.944118,383.9176038,4298.861721,3531.026514,4078.6,406.342945798251,4208.948,4615.29094579825,3802.60505420175
56,4352.78,4346.525,400.2947103,4746.81971,3946.23029,2935.47,2802.66,357.0688761,3159.728876,2445.591124,3957.27,4237.416,403.3030575,4640.719058,3834.112943,3991.823529,3942.22549,380.4348547,4322.660345,3561.790636,4437.75,410.161351269229,4212.891,4623.05235126923,3802.72964873077
57,4246.19,4314.529,417.1300523,4731.659052,3897.398948,2824.42,2753.946,352.8225844,3106.768584,2401.123416,4478.37,4277.188,418.5906682,4695.778668,3858.597332,3817.411765,3906.586275,403.6238119,4310.210086,3502.962463,4632.98,423.84004671102,4173.316,4597.15604671102,3749.47595328898
58,4106.03,4370.563,417.7809003,4788.3439,3952.7821,2943.21,2723.872,360.4299253,3084.301925,2363.442075,4427,4242.849,410.6354977,4653.484498,3832.213502,3672.862745,3888.279412,395.8873071,4284.166719,3492.392105,4404.47,414.740242912356,4069.71,4484.45024291236,3654.96975708764
59,4167.54,4456.225,399.2187006,4855.443701,4057.006299,2971.39,2732.522,362.1287522,3094.650752,2370.393248,4309.59,4203.482,414.2942348,4617.776235,3789.187765,4125.911765,3900.577451,406.183874,4306.761325,3494.393577,4103.69,397.707873116689,4010.79,4408.49787311669,3613.08212688331
60,4397.18,4501.218,429.5511351,4930.769135,4071.666865,2602.44,2671.087,354.970069,3026.057069,2316.116931,4210.96,4199.188,402.1204285,4601.308429,3797.067572,4056.637255,3882.047059,396.6312456,4278.678304,3485.415813,4185.31,411.373532861559,3936.728,4348.10153286156,3525.35446713844
61,4108.17,4499.793,399.1710385,4898.964039,4100.621962,2847.96,2670.938,361.2483503,3032.18635,2309.68965,4635.54,4191.017,413.5711725,4604.588173,3777.445828,3673.852941,3837.435294,384.1658367,4221.601131,3453.269457,4084.7,407.704810248788,3861.656,4269.36081024879,3453.95118975121
62,4314.32,4510.584,409.5978166,4920.181817,4100.986183,2982.75,2678.091,373.0131315,3051.104132,2305.077869,4205.17,4096.405,423.091483,4519.496483,3673.313517,3625.696078,3859.057843,392.3170533,4251.374896,3466.74079,3912.55,394.942507303278,3838.658,4233.60050730328,3443.71549269672
63,5010.93,4548.427,426.7440636,4975.171064,4121.682936,2635.19,2679.604,350.6979115,3030.301912,2328.906089,3943.34,4095.101,428.494393,4523.595393,3666.606607,4232.833333,3839.597059,407.9538879,4247.550947,3431.643171,4124.83,397.717317715736,3808.133,4205.85031771574,3410.41568228426
64,4393.38,4513.57,412.6897641,4926.259764,4100.880236,2658.96,2679.509,354.2582129,3033.767213,2325.250787,4048.19,4137.907,418.4023673,4556.309367,3719.504633,3984.990196,3818.379412,406.3874913,4224.766903,3411.99192,4124.6,412.746965100896,3757.218,4169.9649651009,3344.4710348991
65,4368.73,4481.689,412.5478925,4894.236893,4069.141108,2624.81,2669.176,346.4979589,3015.673959,2322.678041,4158.73,4165.6,416.9565598,4582.55656,3748.64344,4240.235294,3816.859804,410.0286435,4226.888447,3406.83116,4118.03,401.091781131202,3695.927,4097.0187811312,3294.8352188688
66,4032.82,4492.577,411.8548563,4904.431856,4080.722144,2448.33,2711.284,336.9654941,3048.249494,2374.318506,4354.99,4176.824,413.5096365,4590.333637,3763.314364,3635.431373,3828.271569,375.4744692,4203.746038,3452.797099,4042,405.425805789419,3639.215,4044.64080578942,3233.78919421058
67,4806.53,4582.751,430.2097478,5012.960748,4152.541252,2523.68,2732.616,339.0563944,3071.672394,2393.559606,4134.98,4173.048,413.1821947,4586.230195,3759.865805,3634.343137,3855.221569,370.5578241,4225.779393,3484.663745,3596.92,379.323544927019,3595.323,3974.64654492702,3215.99945507298
68,4962.65,4563.882,423.7363592,4987.618359,4140.145641,3029.71,2759.328,356.240456,3115.568456,2403.087544,4033.33,4231.204,414.9680342,4646.172034,3816.235966,3795.843137,3882.094118,398.9908061,4281.084924,3483.103312,3815.27,399.546696358511,3632.021,4031.56769635851,3232.47430364149
69,4617.47,4520.769,433.7323279,4954.501328,4087.036672,2357.04,2740.055,327.0482741,3067.103274,2413.006726,4266.65,4233.15,430.1481118,4663.298112,3803.001888,3940.607843,3873.911765,387.3647107,4261.276475,3486.547054,3363.07,369.582540782164,3618.487,3988.06954078216,3248.90445921784
70,4382.93,4531.884,423.9187128,4955.802713,4107.965287,2600.95,2766.957,350.4205808,3117.377581,2416.536419,4129.25,4242.354,409.9978042,4652.351804,3832.356196,3610.519608,3855.282353,386.7714713,4242.053824,3468.510882,3434.59,385.412670807538,3620.69,4006.10267080754,3235.27732919246
71,4216.08,4502.265,411.8273594,4914.092359,4090.437641,2919.49,2797.486,365.7838314,3163.269831,2431.702169,3689.42,4220.139,399.5474215,4619.686422,3820.591579,3890.078431,3838.537255,396.5206313,4235.057886,3442.016624,3854.72,380.401030513851,3692.166,4072.56703051385,3311.76496948615
72,4692.75,4515.782,432.531079,4948.313079,4083.250921,2997.88,2818.019,356.2145166,3174.233517,2461.804483,4192.13,4249.984,423.1657048,4673.149705,3826.818295,3431.088235,3811.619608,385.2197726,4196.83938,3426.399835,3607.3,357.256460403447,3680.962,4038.21846040345,3323.70553959655
73,4662.36,4458.753,415.3181406,4874.071141,4043.434859,2634.24,2799.549,346.1079916,3145.656992,2453.441008,4371.4,4246.391,427.4287281,4673.819728,3818.962272,4020.656863,3795.865686,399.8954497,4195.761136,3395.970237,3615.68,378.999171999096,3725.935,4104.9341719991,3346.9358280009
74,4074.57,4460.992,402.516273,4863.508273,4058.475727,2555.63,2812.707,343.7871809,3156.494181,2468.919819,4325.12,4187.92,415.4154889,4603.335489,3772.504511,3969.794118,3745.219608,398.1275922,4143.3472,3347.092016,3511.69,377.989467497442,3754.296,4132.28546749744,3376.30653250256
75,4477.61,4474.754,423.6663649,4898.420365,4051.087635,3045.89,2841.84,376.6754175,3218.515418,2465.164583,4270.97,4146.366,419.8835151,4566.249515,3726.482485,4354.352941,3698.288235,396.7675479,4095.055783,3301.520687,3550.91,393.475853921178,3789.101,4182.57685392118,3395.62514607882
76,4934.56,4472.767,434.4172958,4907.184296,4038.349704,2661.65,2864.938,352.5372339,3217.475234,2512.400766,4317.23,4118.624,424.5833096,4543.20731,3694.04069,3904.931373,3641.289216,395.9316094,4037.220825,3245.357606,3603.08,385.349366855585,3786.689,4172.03836685558,3401.33963314442
77,4617.84,4391.7,435.0872753,4826.787275,3956.612725,2790.8,2881.161,357.9664794,3239.127479,2523.194521,4716.54,4115.128,420.7368737,4535.864874,3694.391126,3903.068627,3582.393137,401.1557772,3983.548914,3181.23736,3963.9,406.50873336252,3809.778,4216.28673336252,3403.26926663748
78,4531.52,4348.571,423.0656362,4771.636636,3925.505364,2836.98,2880.282,359.048448,3239.330448,2521.233552,4052.79,4031.981,394.0308557,4426.011856,3637.950144,3714.019608,3582.426471,378.7026232,3961.129094,3203.723847,3679.93,406.478599499408,3765.319,4171.79759949941,3358.84040050059
79,4728.62,4328.55,425.5712008,4754.121201,3902.978799,2626.06,2906.355,352.4451398,3258.80014,2553.90986,4358.69,4039.967,407.9898927,4447.956893,3631.977107,3754.313725,3598.697059,384.9376141,3983.634673,3213.759445,3385.1,392.560940364678,3775.433,4167.99394036468,3382.87205963532
80,4086.74,4252.811,411.7368705,4664.547871,3841.07413,2906.24,2930.38,368.6158562,3298.995856,2561.764144,3907.1,3998.5,410.6589934,4409.158993,3587.841007,3443.068627,3591.682353,389.6035928,3981.285946,3202.07876,4149.35,411.398272814799,3830.372,4241.7702728148,3418.9737271852
81,4351.25,4255.962,432.3477185,4688.309719,3823.614282,3124.82,2956.553,363.4038977,3319.956898,2593.149102,3987.87,4030.947,400.4547829,4431.401783,3630.492217,3620.901961,3646.793137,394.368391,4041.161528,3252.424746,3742.68,402.228019133426,3789.462,4191.69001913343,3387.23398086657
82,4122.46,4222.113,418.9279108,4641.040911,3803.185089,2813.18,2953.613,353.4931027,3307.106103,2600.119897,4156.2,4029.791,406.6151746,4436.406175,3623.175825,3273.54902,3679.288235,364.0302219,4043.318457,3315.258013,4057.03,398.161745891039,3879.984,4278.14574589104,3481.82225410896
83,4684.75,4218.488,430.9002937,4649.388294,3787.587706,2765.82,2984.109,371.4992437,3355.608244,2612.609756,3786.69,3997.148,406.772722,4403.920722,3590.375278,3514.196078,3734.801961,382.5835258,4117.385487,3352.218435,3899.29,385.607170652985,3824.602,4210.20917065299,3438.99482934702
84,4212.19,4116.367,413.8001766,4530.167177,3702.566823,2846.96,2986.034,367.7577455,3353.791746,2618.276255,3909.58,3976.843,414.7738625,4391.616863,3562.069138,3500.480392,3801.330392,382.7102759,4184.040668,3418.620116,3859.74,399.683523708446,3830.697,4230.38052370845,3431.01347629155
85,4457.74,4110.324,415.9164547,4526.240455,3694.407545,3276.87,2973.436,378.3741547,3351.810155,2595.061845,3993.55,3994.5,400.2284449,4394.728445,3594.271555,3784.362745,3817.330392,381.8577366,4199.188129,3435.472656,3526.79,385.235385263348,3819.638,4204.87338526335,3434.40261473665
86,4123.89,4100.832,405.3337943,4506.165794,3695.498206,2823.88,2921.342,365.0985172,3286.440517,2556.243483,4282.27,4017.98,426.3137849,4444.293785,3591.666215,3315.970588,3855.569608,366.1131308,4221.682739,3489.456477,3833.97,418.005898392595,3837.503,4255.50889839259,3419.4971016074
87,4186.55,4077.814,411.048443,4488.862443,3666.765557,2782.01,2917.119,364.1970383,3281.316038,2552.921962,3885.07,4016.336,401.269825,4417.605825,3615.066175,3903.401961,3894.787255,390.2698468,4285.057102,3504.517408,3519.31,393.307412768943,3856.738,4250.04541276894,3463.43058723106
88,4331.31,4059.964,427.1476301,4487.11163,3632.81637,3097.71,2946.791,379.4561588,3326.247159,2567.334841,4132.65,4063.526,410.9252079,4474.451208,3652.600792,3876.72549,3872.521569,404.8414286,4277.362997,3467.68014,3781.07,421.621453736643,3893.241,4314.86245373664,3471.61954626336
89,3971.23,4050.07,391.5086614,4441.578661,3658.561339,2866.31,2936.862,362.223172,3299.085172,2574.638828,3944.02,4080.022,404.7976524,4484.819652,3675.224348,3684.166667,3854.430392,389.5422621,4243.972654,3464.88813,3934.49,406.105695477175,3881.305,4287.41069547717,3475.19930452282
