DTA-mean,DTA-se,DTA-lower,DTA-upper,CADRL-mean,CADRL-se,CADRL-lower,CADRL-upper
19.68,0.871516279251283,18.8084837207487,20.5515162792513,19.5375,0.985860981579046,18.551639018421,20.523360981579
19.5075,0.788537015618164,18.7189629843818,20.2960370156182,19.5475,0.932799884755567,18.6147001152444,20.4802998847556
19.59,0.765857362698825,18.8241426373012,20.3558573626988,19.6675,0.973160123001349,18.6943398769987,20.6406601230013
19.505,0.7863841300535,18.7186158699465,20.2913841300535,19.6275,0.928451331519321,18.6990486684807,20.5559513315193
19.4125,0.687908969268463,18.7245910307315,20.1004089692685,19.57,0.814129135948346,18.7558708640517,20.3841291359483
19.275,0.595070899137237,18.6799291008628,19.8700708991372,19.38,0.669976678698595,18.7100233213014,20.0499766786986
19.325,0.608520233846008,18.716479766154,19.933520233846,19.4775,0.621972668209786,18.8555273317902,20.0994726682098
19.325,0.6256621492467,18.6993378507533,19.9506621492467,19.5875,0.562597213821753,19.0249027861782,20.1500972138218
19.2575,0.649923072370877,18.6075769276291,19.9074230723709,19.7475,0.541083981466833,19.2064160185332,20.2885839814668
19.2775,0.624504803824599,18.6529951961754,19.9020048038246,19.7375,0.534833502129401,19.2026664978706,20.2723335021294
19.32,0.609976946285677,18.7100230537143,19.9299769462857,19.8825,0.568311644258676,19.3141883557413,20.4508116442587
19.355,0.619710113682196,18.7352898863178,19.9747101136822,19.765,0.468498265738519,19.2965017342615,20.2334982657385
19.3325,0.578030059771981,18.754469940228,19.910530059772,19.7575,0.452883125099622,19.3046168749004,20.2103831250996
19.2875,0.618465843842649,18.6690341561574,19.9059658438427,19.8775,0.383454690934926,19.4940453090651,20.2609546909349
19.2875,0.637781800461568,18.6497181995384,19.9252818004616,19.965,0.413774546099685,19.5512254539003,20.3787745460997
19.2025,0.595194296007615,18.6073057039924,19.7976942960076,19.7525,0.39348999351953,19.3590100064805,20.1459899935195
19.0375,0.632344348436831,18.4051556515632,19.6698443484368,19.645,0.384983765891499,19.2600162341085,20.0299837658915
19.26,0.688651308718716,18.5713486912813,19.9486513087187,19.6975,0.440159772128258,19.2573402278717,20.1376597721283
19.4775,0.626428367812314,18.8510716321877,20.1039283678123,19.5825,0.522353448346998,19.060146551653,20.104853448347
19.63,0.709804110300863,18.9201958896991,20.3398041103009,19.8,0.540789353630413,19.2592106463696,20.3407893536304
19.725,0.727903668077033,18.997096331923,20.452903668077,19.94,0.53985530468821,19.4001446953118,20.4798553046882
19.8225,0.795469594013498,19.0270304059865,20.6179695940135,19.9425,0.560323567235932,19.3821764327641,20.5028235672359
19.8825,0.83121334505649,19.0512866549435,20.7137133450565,19.9125,0.584941236364816,19.3275587636352,20.4974412363648
19.9275,0.830788405672588,19.0967115943274,20.7582884056726,19.9225,0.679997702202,19.242502297798,20.602497702202
19.99,0.923228032503346,19.0667719674967,20.9132280325033,19.9725,0.789653800725356,19.1828461992746,20.7621538007254
20.165,0.872992339599838,19.2920076604002,21.0379923395998,20.0925,0.800523266370191,19.2919767336298,20.8930232663702
20.005,0.831908573702663,19.1730914262973,20.8369085737027,20.0675,0.7864636037351,19.2810363962649,20.8539636037351
20.025,0.843171097702003,19.181828902298,20.868171097702,20.0225,0.830722577037605,19.1917774229624,20.8532225770376
20.16,0.846005319132214,19.3139946808678,21.0060053191322,19.7825,0.81992377694515,18.9625762230549,20.6024237769451
20.0725,0.941917923706731,19.1305820762933,21.0144179237067,19.64,0.813724077928139,18.8262759220719,20.4537240779281
20.0225,0.967401480772073,19.0550985192279,20.9899014807721,19.715,0.773611659684625,18.9413883403154,20.4886116596846
20.1125,1.06211022262287,19.0503897773771,21.1746102226229,19.6975,0.890201873172596,18.8072981268274,20.5877018731726
20.045,1.12551793632976,18.9194820636702,21.1705179363298,19.68,0.95138550283258,18.7286144971674,20.6313855028326
19.8225,1.06964801453562,18.7528519854644,20.8921480145356,19.605,1.03876128152719,18.5662387184728,20.6437612815272
19.7975,1.09400639851877,18.7034936014812,20.8915063985188,19.535,1.03192326507352,18.5030767349265,20.5669232650735
19.9075,1.0984548807302,18.8090451192698,21.0059548807302,19.685,1.07991897844236,18.6050810215576,20.7649189784424
19.8725,1.10267713996437,18.7698228600356,20.9751771399644,19.715,1.16135292869997,18.5536470713,20.8763529287
19.9025,1.05409469451278,18.8484053054872,20.9565946945128,19.72,1.13939814156422,18.5806018584358,20.8593981415642
19.63,1.07121864014775,18.5587813598523,20.7012186401478,19.6825,1.14811394251616,18.5343860574838,20.8306139425162
19.52,0.921993424596944,18.5980065754031,20.4419934245969,19.71,1.13624518700851,18.5737548129915,20.8462451870085
19.325,0.914407253361433,18.4105927466386,20.2394072533614,19.6725,1.10463794973738,18.5678620502626,20.7771379497374
19.38,0.905819725442099,18.4741802745579,20.2858197254421,19.715,1.07504651062175,18.6399534893782,20.7900465106217
19.215,0.93661958659853,18.2783804134015,20.1516195865985,19.6775,1.03566403818999,18.64183596181,20.71316403819
19.0975,0.902075731299762,18.1954242687002,19.9995757312998,19.6225,1.04650011944577,18.5759998805542,20.6690001194458
19.21,0.973246821212378,18.2367531787876,20.1832468212124,19.63,1.04915591072061,18.5808440892794,20.6791559107206
19.14,0.911878212811338,18.2281217871887,20.0518782128113,19.5975,1.08804153183599,18.509458468164,20.685541531836
19.175,1.01964301351012,18.1553569864899,20.1946430135101,19.765,1.1132820285085,18.6517179714915,20.8782820285085
19.275,1.059149127838,18.215850872162,20.334149127838,19.76,1.12926552457781,18.6307344754222,20.8892655245778
19.3325,1.1007568419047,18.2317431580953,20.4332568419047,19.82,1.17678454909979,18.6432154509002,20.9967845490998
19.5275,0.909836867245992,18.617663132754,20.437336867246,19.9825,1.21820564766381,18.7642943523362,21.2007056476638
19.48,0.865372029823012,18.614627970177,20.345372029823,19.9875,1.28378103662579,18.7037189633742,21.2712810366258
19.7225,0.780538676171783,18.9419613238282,20.5030386761718,20.05,1.31472430570063,18.7352756942994,21.3647243057006
19.8025,0.624829976873709,19.1776700231263,20.4273299768737,20.0775,1.16556316860134,18.9119368313987,21.2430631686013
20.0925,0.6524664742345,19.4400335257655,20.7449664742345,20.23,1.11633188389475,19.1136681161053,21.3463318838947
20.05,0.571524824482716,19.4784751755173,20.6215248244827,20.325,1.11894202262673,19.2060579773733,21.4439420226267
19.965,0.562463887729692,19.4025361122703,20.5274638877297,20.34,1.08425089347438,19.2557491065256,21.4242508934744
20.06,0.501986678110087,19.5580133218899,20.5619866781101,20.335,0.889341399576113,19.4456586004239,21.2243413995761
19.9975,0.514195366568,19.483304633432,20.511695366568,20.305,0.866427651336221,19.4385723486638,21.1714276513362
20.1975,0.517481883740871,19.6800181162591,20.7149818837409,20.3025,0.776424094809016,19.526075905191,21.078924094809
20.2625,0.650612692006542,19.6118873079935,20.9131126920065,20.295,0.736117347981964,19.558882652018,21.031117347982
20.315,0.540477219686454,19.7745227803135,20.8554772196865,20.2075,0.773371272417072,19.4341287275829,20.9808712724171
20.1,0.544130613915445,19.5558693860846,20.6441306139154,20.175,0.803566269824711,19.3714337301753,20.9785662698247
20.2,0.479192028314328,19.7208079716857,20.6791920283143,20.3375,0.851129763902073,19.4863702360979,21.1886297639021
20.27,0.430798676878191,19.8392013231218,20.7007986768782,20.3625,0.889583821233277,19.4729161787667,21.2520838212333
20.255,0.441368610120838,19.8136313898792,20.6963686101208,20.3475,0.903503597115141,19.4439964028849,21.2510035971151
20.3775,0.520747659620281,19.8567523403797,20.8982476596203,20.3975,0.89003511166695,19.5074648883331,21.287535111667
20.48,0.47294952161938,20.0070504783806,20.9529495216194,20.3075,0.812957563468106,19.4945424365319,21.1204575634681
20.28,0.347324596019343,19.9326754039807,20.6273245960193,20.32,0.765614540744884,19.5543854592551,21.0856145407449
20.1425,0.412738567376493,19.7297614326235,20.5552385673765,20.4,0.767992512984339,19.6320074870157,21.1679925129843
20.065,0.505831617240362,19.5591683827596,20.5708316172404,20.4625,0.75561440232436,19.7068855976756,21.2181144023244
20.0575,0.440784102481021,19.616715897519,20.498284102481,20.2975,0.683675727227463,19.6138242727725,20.9811757272275
19.8875,0.504154614181007,19.383345385819,20.391654614181,20.2425,0.719424683340793,19.5230753166592,20.9619246833408
19.92,0.617424084402285,19.3025759155977,20.5374240844023,20.0925,0.747136199096256,19.3453638009037,20.8396361990963
19.84,0.647065491275806,19.1929345087242,20.4870654912758,19.8475,0.820293392634611,19.0272066073654,20.6677933926346
19.8925,0.667066806999119,19.2254331930009,20.5595668069991,19.8275,0.838687590822709,18.9888124091773,20.6661875908227
20.1175,0.635936808967684,19.4815631910323,20.7534368089677,19.565,0.745469650623015,18.819530349377,20.310469650623
19.985,0.675606209266907,19.3093937907331,20.6606062092669,19.4625,0.831264097624816,18.6312359023752,20.2937640976248
20.005,0.711804485094046,19.293195514906,20.7168044850941,19.3575,0.788299197640084,18.5692008023599,20.1457991976401
19.865,0.71393933565815,19.1510606643419,20.5789393356582,19.405,0.768598562319759,18.6364014376802,20.1735985623198
19.8,0.62502499950002,19.1749750005,20.4250249995,19.195,0.784922368772862,18.4100776312271,19.9799223687729
19.8375,0.66165039862453,19.1758496013755,20.4991503986245,19.1125,0.731960125280059,18.3805398747199,19.8444601252801
20.05,0.663713511238094,19.3862864887619,20.7137135112381,19.1225,0.697970271573224,18.4245297284268,19.8204702715732
20.035,0.605939353400981,19.429060646599,20.640939353401,18.9775,0.651505468127475,18.3259945318725,19.6290054681275
19.915,0.597552298966375,19.3174477010336,20.5125522989664,18.94,0.575630089554047,18.364369910446,19.515630089554
19.7775,0.556866231693034,19.220633768307,20.334366231693,18.9375,0.484009943079685,18.4534900569203,19.4215099430797
19.5675,0.609156691664797,18.9583433083352,20.1766566916648,18.7225,0.437489285583088,18.2850107144169,19.1599892855831
19.4725,0.632818595649654,18.8396814043503,20.1053185956497,18.54,0.385283986171239,18.1547160138288,18.9252839861712
19.56,0.699144566595493,18.8608554334045,20.2591445665955,18.575,0.450069439086903,18.1249305609131,19.0250694390869
19.595,0.692082455347627,18.9029175446524,20.2870824553476,18.5075,0.434680198536809,18.0728198014632,18.9421801985368
19.71,0.660295861716549,19.0497041382835,20.3702958617165,18.4875,0.421993039042115,18.0655069609579,18.9094930390421
19.91,0.62762448964329,19.2823755103567,20.5376244896433,18.5975,0.442054860848742,18.1554451391513,19.0395548608487
19.7725,0.663152980088305,19.1093470199117,20.4356529800883,18.725,0.35487673916446,18.3701232608355,19.0798767391645
19.77,0.687006641161496,19.0829933588385,20.4570066411615,18.8875,0.359013405042207,18.5284865949578,19.2465134050422
19.655,0.577408001330082,19.0775919986699,20.2324080013301,19.0125,0.431585014800097,18.5809149851999,19.4440850148001
19.5375,0.472311470324403,19.0651885296756,20.0098114703244,18.7825,0.34759441163517,18.4349055883648,19.1300944116352
19.34,0.537404061205346,18.8025959387947,19.8774040612053,18.925,0.370409401878516,18.5545905981215,19.2954094018785
19.25,0.478196481584714,18.7718035184153,19.7281964815847,19.105,0.431469147216809,18.6735308527832,19.5364691472168
19.105,0.492722031169705,18.6122779688303,19.5977220311697,19.34,0.461170386083062,18.8788296139169,19.8011703860831
19.0675,0.49202388153422,18.5754761184658,19.5595238815342,19.225,0.364884399502089,18.8601156004979,19.5898843995021
19.1475,0.545054469755088,18.6024455302449,19.6925544697551,19.385,0.420163658590316,18.9648363414097,19.8051636585903
19.245,0.419888378024446,18.8251116219756,19.6648883780244,19.535,0.431628457124875,19.1033715428751,19.9666284571249
19.2025,0.365278147443835,18.8372218525562,19.5677781474438,19.57,0.307194970661956,19.262805029338,19.877194970662
19.4,0.423397714920617,18.9766022850794,19.8233977149206,19.4925,0.311513442727597,19.1809865572724,19.8040134427276
19.605,0.382724607256967,19.222275392743,19.987724607257,19.555,0.331158006093768,19.2238419939062,19.8861580060938
19.6625,0.427181899195179,19.2353181008048,20.0896818991952,19.5975,0.270658918197794,19.3268410818022,19.8681589181978
19.8375,0.405797825277563,19.4317021747224,20.2432978252776,19.8525,0.271235598696041,19.581264401304,20.123735598696
19.6725,0.453638071594525,19.2188619284055,20.1261380715945,20.125,0.330907842155486,19.7940921578445,20.4559078421555
19.6925,0.508130765649946,19.1843692343501,20.2006307656499,20.0275,0.345809738150909,19.6816902618491,20.3733097381509
19.83,0.494747410301459,19.3352525896985,20.3247474103015,20.0275,0.355523381790846,19.6719766182092,20.3830233817908
19.75,0.34441980198589,19.4055801980141,20.0944198019859,19.9375,0.504526386822335,19.4329736131777,20.4420263868223
19.61,0.425099253116258,19.1849007468837,20.0350992531163,19.9225,0.501129973160656,19.4213700268393,20.4236299731607
19.6525,0.378388854222743,19.2741111457773,20.0308888542227,19.8275,0.601747455333215,19.2257525446668,20.4292474553332
19.56,0.376774965994292,19.1832250340057,19.9367749659943,19.6775,0.533376625847065,19.1441233741529,20.2108766258471
19.6975,0.333105651408078,19.3643943485919,20.0306056514081,19.695,0.574205973497316,19.1207940265027,20.2692059734973
19.9325,0.333976982739829,19.5985230172602,20.2664769827398,19.7225,0.545770670703364,19.1767293292966,20.2682706707034
19.9575,0.337745281240167,19.6197547187598,20.2952452812402,19.895,0.556110937673411,19.3388890623266,20.4511109376734
20.135,0.252283322873312,19.8827166771267,20.3872833228733,19.78,0.58254023466195,19.1974597653381,20.362540234662
20.2675,0.273250114364111,19.9942498856359,20.5407501143641,19.585,0.566450019860535,19.0185499801395,20.1514500198605
20.22,0.341151542573092,19.8788484574269,20.5611515425731,19.6925,0.625806979027879,19.0666930209721,20.3183069790279
20.1075,0.329336454101273,19.7781635458987,20.4368364541013,19.5125,0.668077933328141,18.8444220666719,20.1805779333281
20.0775,0.354092149023386,19.7234078509766,20.4315921490234,19.2625,0.632653143515465,18.6298468564845,19.8951531435155
19.8225,0.287211812082999,19.535288187917,20.109711812083,19.2225,0.609308009138236,18.6131919908618,19.8318080091382
19.545,0.290274654422325,19.2547253455777,19.8352746544223,19.42,0.669113219119156,18.7508867808808,20.0891132191192
19.5125,0.386227750168213,19.1262722498318,19.8987277501682,19.425,0.645356006402667,18.7796439935973,20.0703560064027
19.4825,0.37478327070455,19.1077167292954,19.8572832707045,19.29,0.696278051499543,18.5937219485005,19.9862780514995
19.5875,0.497430899723771,19.0900691002762,20.0849308997238,19.3725,0.735520648928362,18.6369793510716,20.1080206489284
19.685,0.430740641221606,19.2542593587784,20.1157406412216,19.2725,0.774267799278776,18.4982322007212,20.0467677992788
19.57,0.375574559841319,19.1944254401587,19.9455745598413,19.3575,0.807093550959242,18.5504064490408,20.1645935509592
19.36,0.292948374291444,19.0670516257086,19.6529483742914,19.38,0.889808617063242,18.4901913829368,20.2698086170632
19.3175,0.429090608147044,18.888409391853,19.746590608147,19.565,0.748189481348141,18.8168105186519,20.3131894813481
19.475,0.521611085963479,18.9533889140365,19.9966110859635,19.5725,0.631755985329779,18.9407440146702,20.2042559853298
19.67,0.560002790171621,19.1099972098284,20.2300027901716,19.4775,0.516862530079324,18.9606374699207,19.9943625300793
19.68,0.54104355185142,19.1389564481486,20.2210435518514,19.4275,0.570996935193176,18.8565030648068,19.9984969351932
19.755,0.5465316779474,19.2084683220526,20.3015316779474,19.29,0.58887339471231,18.7011266052877,19.8788733947123
19.6475,0.599627488529337,19.0478725114707,20.2471274885293,19.28,0.58182901268328,18.6981709873167,19.8618290126833
19.435,0.657830240259598,18.7771697597404,20.0928302402596,19.0375,0.632307282893373,18.4051927171066,19.6698072828934
19.165,0.595679758763045,18.569320241237,19.760679758763,19.1625,0.61147874043175,18.5510212595683,19.7739787404318
19.1025,0.671279096203658,18.4312209037963,19.7737790962037,19.2675,0.717761276470109,18.5497387235299,19.9852612764701
19.085,0.628557376060452,18.4564426239395,19.7135573760605,19.2925,0.63122648471052,18.6612735152895,19.9237264847105
19.225,0.637218074916272,18.5877819250837,19.8622180749163,19.34,0.549081619615882,18.7909183803841,19.8890816196159
19.265,0.618180293280205,18.6468197067198,19.8831802932802,19.36,0.554997184677544,18.8050028153225,19.9149971846775
19.3625,0.564828513798657,18.7976714862013,19.9273285137987,19.315,0.604209193905554,18.7107908060945,19.9192091939056
19.385,0.501176740282308,18.8838232597177,19.8861767402823,19.1175,0.587986500695382,18.5295134993046,19.7054865006954
19.3075,0.504566645746625,18.8029333542534,19.8120666457466,19.1275,0.635098417570065,18.4924015824299,19.7625984175701
19.27,0.436581178018475,18.8334188219815,19.7065811780185,19.19,0.544681673089888,18.6453183269101,19.7346816730899
19.1775,0.458928779877662,18.7185712201223,19.6364287798777,19.0175,0.591906348166667,18.4255936518333,19.6094063481667
19.0675,0.528080249583337,18.5394197504167,19.5955802495833,18.9075,0.552700755382151,18.3547992446178,19.4602007553822
19.0125,0.513124619366485,18.4993753806335,19.5256246193665,18.835,0.588727441181401,18.2462725588186,19.4237274411814
18.89,0.491067077902805,18.3989329220972,19.3810670779028,18.935,0.468281432474105,18.4667185675259,19.4032814324741
19.0075,0.478157270152823,18.5293427298472,19.4856572701528,18.855,0.546174193824644,18.3088258061754,19.4011741938246
18.95,0.48381620993927,18.4661837900607,19.4338162099393,18.7975,0.571448269749765,18.2260517302502,19.3689482697498
18.7775,0.483984116474911,18.2935158835251,19.2614841164749,18.85,0.643136843914264,18.2068631560857,19.4931368439143
18.9975,0.434550773788288,18.5629492262117,19.4320507737883,18.9875,0.683739716558867,18.3037602834411,19.6712397165589
18.8525,0.432821412363113,18.4196785876369,19.2853214123631,18.9925,0.580148149182604,18.4123518508174,19.5726481491826
18.725,0.452890025282077,18.2721099747179,19.1778900252821,19.125,0.550525317310657,18.5744746826893,19.6755253173107
18.8875,0.458291664772555,18.4292083352274,19.3457916647726,19.1825,0.57,18.6125,19.7525
19.0725,0.489840535276532,18.5826594647235,19.5623405352765,19.085,0.486945197121812,18.5980548028782,19.5719451971218
19.0725,0.487169759940003,18.58533024006,19.55966975994,18.9375,0.463495550140452,18.4740044498596,19.4009955501405
19.18,0.422910303728817,18.7570896962712,19.6029103037288,18.9575,0.468701664174558,18.4887983358254,19.4262016641746
19.155,0.416675833232503,18.7383241667675,19.5716758332325,19.1325,0.48693236183273,18.6455676381673,19.6194323618327
19.0425,0.500602761678359,18.5418972383216,19.5431027616784,19.1475,0.511712810080029,18.63578718992,19.65921281008
19.055,0.479723227496856,18.5752767725031,19.5347232274969,19.215,0.44367781102958,18.7713221889704,19.6586778110296
19.1825,0.43984372224689,18.7426562777531,19.6223437222469,19.165,0.416071658491659,18.7489283415083,19.5810716584917
