HER-mean,HER-se,HER-mv,HER-lower,HER-upper,HRS-mean,HRS-se,HRS-mv,HRS-lower,HRS-upper,SARSA-RS-mean,SARSA-RS-se,SARSA-RS-mv,SARSA-RS-lower,SARSA-RS-upper
0.299999998,0.04116363,0.406333334,0.365169704,0.447496964,0.463333334,0.014452999565648,0.512999998,0.498546998434353,0.527452997565647,0.480000005,0.052153618,0.504666669,0.452513051,0.556820287
0.40666668,0.056666668,0.429,0.372333332,0.485666668,0.483333322,0.022607766413832,0.5279999978,0.505392231386168,0.550607764213832,0.463333344,0.053208177,0.513000004,0.459791827,0.566208181
0.390000004,0.035197853,0.43733333,0.402135477,0.472531183,0.480000006,0.020221000942365,0.5446666684,0.524445667457635,0.564887669342365,0.456666652,0.034512477,0.526000002,0.491487525,0.560512479
0.390000003,0.059301482,0.44633333,0.387031848,0.505634812,0.483333332,0.027080126784539,0.562333335,0.535253208215461,0.589413461784539,0.496666676,0.051077291,0.543333337,0.492256046,0.594410628
0.383333324,0.028382306,0.45733333,0.428951024,0.485715636,0.546666652,0.021291613121921,0.5736666706,0.552375057478079,0.594958283721921,0.496666676,0.039271146,0.551333335,0.512062189,0.59060448
0.453333324,0.059953697,0.467666665,0.407712968,0.527620362,0.566666684,0.041633324152655,0.5840000052,0.542366681047345,0.625633329352655,0.556666676,0.048212492,0.567000002,0.518787509,0.615212494
0.406666663,0.039299417,0.474,0.434700583,0.513299417,0.526666654,0.022410319983834,0.5893333352,0.566923015216167,0.611743655183834,0.499999994,0.048762463,0.568333335,0.519570872,0.617095798
0.446666671,0.046963338,0.481999997,0.435036659,0.528963335,0.490000004,0.028518997925363,0.6023333382,0.573814340274637,0.630852336125363,0.496666664,0.042791489,0.578666669,0.53587518,0.621458158
0.450000004,0.051908039,0.487666664,0.435758625,0.539574703,0.506666652,0.019206483951463,0.6213333388,0.602126854848537,0.640539822751463,0.543333338,0.066097571,0.590333335,0.524235765,0.656430906
0.436666664,0.057831165,0.498666662,0.440835497,0.556497827,0.58333334,0.029439202887763,0.6350000078,0.605560804912237,0.664439210687763,0.556666668,0.057657993,0.598,0.540342007,0.655657992
0.526666666,0.068231637,0.508666662,0.440435025,0.576898299,0.613333332,0.022803513530455,0.647000007,0.624196493469546,0.669803520530454,0.563333354,0.050859287,0.605333332,0.554474045,0.656192619
0.489999976,0.069641932,0.504333328,0.434691396,0.57397526,0.650000028,0.015634733412793,0.656000008,0.640365274587207,0.671634741412793,0.593333318,0.064738778,0.613999999,0.549261221,0.678738777
0.480000002,0.059488556,0.51233333,0.452844774,0.571821886,0.656666672,0.026499476959203,0.6603333396,0.633833862640797,0.686832816559203,0.630000004,0.051725771,0.616666665,0.564940894,0.668392436
0.500000004,0.052174922,0.515666665,0.463491743,0.567841587,0.596666688,0.037830042288581,0.6643333384,0.626503296111419,0.702163380688581,0.576666654,0.059179576,0.615666665,0.556487089,0.674846241
0.486666674,0.050110995,0.526333329,0.476222334,0.576444324,0.649999998,0.029814248569735,0.6786666678,0.648852419230265,0.708480916369735,0.653333346,0.040661199,0.624333333,0.583672134,0.664994533
0.516666672,0.057975103,0.535666662,0.477691559,0.593641765,0.619999984,0.05362421230916,0.687666668,0.63404245569084,0.74129088030916,0.570000011,0.069984124,0.625999999,0.556015875,0.695984123
0.48666664,0.062003574,0.544999996,0.482996422,0.60700357,0.656666684,0.039888735229667,0.7000000028,0.660111267570333,0.739888738029667,0.603333332,0.060074019,0.637999997,0.577925978,0.698074015
0.50333334,0.072149544,0.558666669,0.486517126,0.630816213,0.68000001,0.042005293740461,0.7076666666,0.66566137285954,0.74967196034046,0.61333333,0.059329582,0.642666663,0.583337081,0.701996245
0.559999978,0.077387907,0.570333336,0.492945429,0.647721243,0.643333342,0.041793143042054,0.7176666626,0.675873519557946,0.759459805642054,0.61999998,0.05838568,0.648666662,0.590280982,0.707052343
0.53666667,0.070789204,0.578000006,0.507210802,0.64878921,0.703333332,0.051725755046317,0.7319999936,0.680274238553683,0.783725748646316,0.629999992,0.080055536,0.658666666,0.578611129,0.738722202
0.483333324,0.051908032,0.584000004,0.532091972,0.635908036,0.703333342,0.032110923264349,0.7356666584,0.70355573513565,0.767777581664349,0.650000028,0.031622772,0.659666667,0.628043895,0.691289438
0.569999996,0.048705467,0.596666672,0.547961205,0.645372139,0.693333344,0.052196200304451,0.7443333224,0.692137122095549,0.796529522704451,0.619999974,0.064875932,0.664333331,0.599457399,0.729209263
0.513333356,0.045460607,0.606000007,0.5605394,0.651460614,0.69666666,0.059142019204248,0.7486666534,0.689524634195752,0.807808672604248,0.620000004,0.061716196,0.66766667,0.605950474,0.729382866
0.606666644,0.056911241,0.626333337,0.569422096,0.683244578,0.739999982,0.062289633765715,0.7589999838,0.696710350034285,0.821289617565715,0.663333338,0.063315782,0.677666666,0.614350884,0.740982449
0.58,0.067371279,0.635000006,0.567628727,0.702371285,0.74,0.051553648647689,0.7646666528,0.713113004152311,0.816220301447689,0.67,0.063491033,0.683999997,0.620508964,0.74749103
0.610000014,0.042031738,0.644666673,0.602634935,0.686698411,0.743333332,0.040166311323466,0.7716666528,0.731500341476534,0.811832964123466,0.689999988,0.0396092,0.684999997,0.645390797,0.724609197
0.623333364,0.040688525,0.654666672,0.613978147,0.695355197,0.733333322,0.042163699500347,0.7823333224,0.740169622899653,0.824497021900347,0.649999994,0.048762463,0.692666663,0.643904201,0.741429126
0.620000014,0.047842339,0.66166667,0.613824331,0.709509009,0.77999997,0.053208185669335,0.7949999906,0.741791804930665,0.848208176269334,0.673333324,0.065081138,0.706333327,0.641252189,0.771414466
0.636666674,0.055126117,0.668666671,0.613540554,0.723792788,0.786666652,0.030331488324846,0.8026666604,0.772335172075154,0.832998148724845,0.720000016,0.043307698,0.714333328,0.671025629,0.757641026
0.596666658,0.062893203,0.676666669,0.613773466,0.739559872,0.73999998,0.041257991118222,0.8079999932,0.766742002081778,0.849257984318222,0.64,0.048671236,0.716666662,0.667995426,0.765337897
0.610000004,0.033582406,0.694000003,0.660417597,0.727582409,0.789999982,0.041793151368784,0.8216666632,0.779873511831216,0.863459814568784,0.696666672,0.051510512,0.732999997,0.681489485,0.784510508
0.663333338,0.039228675,0.706000001,0.666771326,0.745228676,0.736666654,0.043817812146813,0.829333331,0.785515518853187,0.873151143146813,0.65333336,0.05645058,0.738666665,0.682216085,0.795117246
0.71666666,0.080794673,0.713333331,0.632538658,0.794128004,0.799999964,0.036514824751969,0.8363333312,0.799818506448031,0.872848155951969,0.719999972,0.053624195,0.751333326,0.697709131,0.804957521
0.69333333,0.04642795,0.716333331,0.669905381,0.762761281,0.796666672,0.051940119607965,0.841333334,0.789393214392035,0.893273453607965,0.726666644,0.045362735,0.756333329,0.710970594,0.801696064
0.676666678,0.030092448,0.718999997,0.688907549,0.749092445,0.81,0.030767950858,0.8466666696,0.815898718742,0.877434620458,0.68,0.049080431,0.760333334,0.711252903,0.809413765
0.710000004,0.068637526,0.725666664,0.657029138,0.79430419,0.850000028,0.048074017468438,0.8533333356,0.805259318131562,0.901407353068438,0.766666652,0.05142417,0.770666668,0.719242498,0.822090838
0.693333342,0.044907302,0.724999996,0.680092694,0.769907298,0.860000004,0.011155479052443,0.8553333366,0.844177857547557,0.866488815652443,0.786666632,0.039832965,0.775000001,0.735167037,0.814832966
0.69000002,0.061373169,0.729666661,0.668293492,0.79103983,0.856666668,0.033862472522449,0.852333334,0.818470861477551,0.886195806522449,0.753333328,0.039271127,0.772666668,0.733395541,0.811937794
0.71666666,0.037267805,0.739666658,0.702398853,0.776934463,0.83999998,0.016733210889332,0.85333333,0.836600119110668,0.870066540889331,0.743333356,0.037594322,0.782000004,0.744405682,0.819594325
0.76999999,0.081717654,0.742666658,0.660949004,0.824384312,0.87666668,0.036086321385136,0.8566666614,0.820580340014864,0.892752982785136,0.80333335,0.055457692,0.792333337,0.736875645,0.847791029
0.729999986,0.074236847,0.740333326,0.666096479,0.814570173,0.86666666,0.027080130477287,0.8559999898,0.828919859322713,0.883080120277287,0.75333336,0.065895546,0.797333337,0.73143779,0.863228883
0.736666642,0.043269177,0.747333328,0.704064151,0.790602505,0.806666656,0.03546516064472,0.8566666574,0.82120149675528,0.892131818044721,0.779999968,0.046043432,0.807333334,0.761289901,0.853376766
0.746666658,0.067986929,0.74833333,0.680346401,0.816320259,0.849999992,0.024944389705472,0.8603333258,0.835388936094528,0.885277715505472,0.77,0.064013896,0.81166667,0.747652774,0.875680566
0.719999994,0.043269182,0.747333329,0.704064147,0.790602511,0.850000028,0.028674426546627,0.8629999886,0.834325562053373,0.891674415146627,0.766666692,0.03829708,0.816999999,0.778702918,0.855297079
0.74333334,0.061146465,0.75533333,0.694186865,0.816479795,0.87666666,0.030404685749991,0.8646666478,0.83426196205001,0.895071333549991,0.78333334,0.04594682,0.825333327,0.779386507,0.871280147
0.703333332,0.070985134,0.761666667,0.690681533,0.832651801,0.870000038,0.02375805010705,0.8669999838,0.843241933692951,0.89075803390705,0.809999988,0.035777082,0.834999992,0.79922291,0.870777073
0.73999999,0.034801013,0.767999999,0.733198986,0.802801012,0.829999978,0.025991456322758,0.86599998,0.840008523677242,0.891991436322758,0.763333294,0.05625339,0.838666658,0.782413268,0.894920048
0.789999992,0.032317853,0.772999999,0.740682146,0.805317852,0.866666628,0.01632993815053,0.872999985,0.85667004684947,0.88932992315053,0.846666688,0.037237977,0.850333326,0.813095349,0.887571303
0.746666652,0.04955356,0.772666662,0.723113102,0.822220222,0.873333294,0.016733203000827,0.8759999908,0.859266787799173,0.892733193800827,0.846666688,0.025121939,0.853666657,0.828544718,0.878788596
0.746666674,0.079127178,0.775999996,0.696872818,0.855127174,0.869999964,0.022803506046226,0.875666665,0.852863158953774,0.898470171046226,0.853333348,0.030331514,0.85633332,0.826001806,0.886664834
0.80000001,0.041163621,0.781999998,0.740836377,0.823163619,0.873333336,0.030037021186827,0.8780000022,0.847962981013173,0.908037023386827,0.85333333,0.046523587,0.856999984,0.810476397,0.903523572
0.746666654,0.06311365,0.778999995,0.715886345,0.842113645,0.84333334,0.019206492420837,0.8780000034,0.858793510979163,0.897206495820837,0.823333334,0.029287835,0.857666651,0.828378816,0.886954486
0.736666654,0.066122771,0.786000001,0.71987723,0.852122772,0.87666662,0.012995731264978,0.885000001,0.872004269735022,0.897995732264978,0.823333284,0.03483292,0.868333318,0.833500397,0.903166238
0.8,0.058214177,0.792666666,0.734452489,0.850880843,0.86666662,0.014142121481628,0.88500001,0.870857888518372,0.899142131481628,0.849999974,0.030184603,0.873666655,0.843482052,0.903851259
0.80666671,0.062271804,0.791999997,0.729728193,0.854271801,0.90000002,0.022110830930669,0.889333348,0.867222517069331,0.911444178930669,0.87999999,0.03346641,0.877666657,0.844200247,0.911133067
0.766666652,0.034560722,0.795333328,0.760772606,0.82989405,0.86,0.012110601416424,0.8913333468,0.879222745383576,0.903443948216424,0.846666648,0.046998816,0.879999992,0.833001177,0.926998808
0.789999992,0.049046466,0.799333329,0.750286863,0.848379795,0.900000028,0.018257418583521,0.8966666804,0.878409261816479,0.914924098983521,0.879999978,0.035087197,0.882333326,0.847246129,0.917420524
0.786666624,0.057106129,0.804333327,0.747227198,0.861439456,0.896666686,0.022803506338576,0.8983333456,0.875529839261424,0.921136851938576,0.879999996,0.02375805,0.884666663,0.860908613,0.908424714
0.779999988,0.068597044,0.809333334,0.74073629,0.877930378,0.870000036,0.035714918588426,0.900000013,0.864285094411574,0.935714931588426,0.87333332,0.021395748,0.885333332,0.863937584,0.90672908
0.8066667,0.064893083,0.816666673,0.75177359,0.881559756,0.893333336,0.025647186165787,0.9053333448,0.879686158634214,0.930980530965786,0.85999999,0.034189012,0.887999997,0.853810985,0.922189009
0.769999972,0.052809924,0.81366667,0.760856746,0.866476594,0.873333348,0.016733203877337,0.908000012,0.891266808122663,0.924733215877337,0.859999996,0.022900759,0.892333332,0.869432573,0.915234091
0.81666672,0.064334195,0.823000008,0.758665813,0.887334203,0.913333316,0.017888562304827,0.9126666768,0.894778114495173,0.930555239104827,0.93,0.024675679,0.897666667,0.872990988,0.922342346
0.803333304,0.065064066,0.822333339,0.757269273,0.887397405,0.87666671,0.030037019455633,0.9083333444,0.878296324944367,0.938370363855633,0.876666662,0.029287851,0.894000004,0.864712153,0.923287855
0.793333312,0.06802776,0.82466667,0.75663891,0.89269443,0.91,0.019776547277588,0.9086666732,0.888890125922412,0.928443220477588,0.889999992,0.028126712,0.895666669,0.867539956,0.923793381
0.840000014,0.052068327,0.832666673,0.780598346,0.884735,0.920000008,0.014453002702256,0.909333341,0.894880338297744,0.923786343702256,0.90333334,0.032110923,0.899000004,0.866889081,0.931110927
0.80666666,0.059535249,0.833333342,0.773798093,0.892868591,0.913333336,0.018499255816867,0.9076666736,0.889167417783133,0.926165929416866,0.869999988,0.032110927,0.898333334,0.866222407,0.930444261
0.83999998,0.061599077,0.836000013,0.774400936,0.89759909,0.91666668,0.014142149765871,0.906666675,0.892524525234129,0.920808824765871,0.903333348,0.033796781,0.902666667,0.868869886,0.936463448
0.836666692,0.043906467,0.835333346,0.791426879,0.879239813,0.91333336,0.022803516103156,0.904000007,0.881196490896844,0.926803523103156,0.886666682,0.041739937,0.904333333,0.862593396,0.946073271
0.85333338,0.031797989,0.83766668,0.805868691,0.869464669,0.923333354,0.016733206586517,0.905666674,0.888933467413483,0.922399880586517,0.899999974,0.022607774,0.908666666,0.886058892,0.93127444
0.776666668,0.049046452,0.835000007,0.785953555,0.884046459,0.920000008,0.018499257114218,0.9066666724,0.888167415285782,0.925165929514218,0.90333334,0.020221015,0.909666668,0.889445653,0.929887683
0.863333346,0.03778594,0.842333339,0.804547399,0.880119279,0.919999996,0.012823600673073,0.9090000072,0.896176406526926,0.921823607873073,0.913333344,0.020221004,0.910666669,0.890445664,0.930887673
0.810000032,0.037490744,0.841000005,0.803509261,0.878490749,0.869999992,0.019663850012997,0.9110000102,0.891336160187003,0.930663860212997,0.893333372,0.024765561,0.912666671,0.88790111,0.937432232
0.82666662,0.062494443,0.843000001,0.780505558,0.905494444,0.879999998,0.033132727720831,0.918333343,0.885200615279169,0.951466070720831,0.893333308,0.017384558,0.910666663,0.893282105,0.928051221
0.873333342,0.039999997,0.847000004,0.807000007,0.887000001,0.916666678,0.027888669304138,0.922333344,0.894444674695862,0.950222013304138,0.923333342,0.013824302,0.912000001,0.898175699,0.925824304
0.8466667,0.044845418,0.845333338,0.80048792,0.890178756,0.903333334,0.026415489462734,0.9213333416,0.894917852137266,0.947748831062734,0.896666642,0.027243764,0.909666667,0.882422903,0.936910432
0.833333368,0.066874685,0.843000003,0.776125318,0.909874688,0.90333335,0.029211878862319,0.9233333448,0.894121465937681,0.952545223662319,0.91333332,0.012823597,0.912000004,0.899176407,0.924823601
0.833333312,0.059860955,0.847333334,0.787472379,0.907194289,0.89,0.026915513907217,0.924333346,0.897417832092783,0.951248859907217,0.920000008,0.020763224,0.914000003,0.893236779,0.934763227
0.860000036,0.042360887,0.85066667,0.808305783,0.893027557,0.93000003,0.017888531894304,0.9283333474,0.910444815505696,0.946221879294304,0.93000001,0.02804758,0.91466667,0.88661909,0.94271425
0.826666648,0.071219533,0.851666671,0.780447138,0.922886204,0.933333338,0.020548056950587,0.9286666768,0.908118619849413,0.949214733750587,0.909999992,0.019206488,0.913666669,0.894460182,0.932873157
0.849999988,0.028382323,0.85700001,0.828617687,0.885382333,0.943333356,0.011155466143956,0.9273333408,0.916177874656044,0.938488806943956,0.913333348,0.021807241,0.912999999,0.891192758,0.93480724
0.85,0.027386128,0.863333343,0.835947215,0.890719471,0.940000026,0.015347815103281,0.9290000072,0.913652192096719,0.944347822303281,0.933333368,0.012472191,0.917999999,0.905527809,0.93047219
0.829999996,0.041298379,0.869333342,0.828034963,0.910631721,0.94333332,0.019206491032407,0.9310000054,0.911793514367593,0.950206496432407,0.873333294,0.030767954,0.920666665,0.889898711,0.951434619
0.866666652,0.033333331,0.875666675,0.842333344,0.909000006,0.920000008,0.017256249058115,0.9300000064,0.912743757341885,0.947256255458115,0.90666669,0.019776519,0.928666672,0.908890153,0.948443191
0.85666668,0.041028453,0.880000011,0.838971558,0.921028464,0.906666654,0.016055470040533,0.9333333396,0.917277869559467,0.949388809640533,0.900000002,0.024037011,0.933000005,0.908962994,0.957037016
0.823333352,0.035590266,0.885333343,0.849743077,0.920923609,0.923333366,0.016733190490763,0.939666676,0.922933485509237,0.956399866490763,0.920000008,0.01445299,0.93733334,0.92288035,0.95178633
0.876666678,0.033582414,0.889000013,0.855417599,0.922582427,0.913333362,0.023285668133957,0.9393333392,0.916047671066043,0.962619007333957,0.933333308,0.020548065,0.93633334,0.915785275,0.956881405
0.866666674,0.031180475,0.890000013,0.858819538,0.921180488,0.930000014,0.020221003513957,0.9406666706,0.920445667086043,0.960887674113958,0.926666676,0.017384553,0.937333345,0.919948792,0.954717898
0.87000004,0.038873013,0.891333345,0.852460332,0.930206358,0.933333324,0.009428109272006,0.9413333332,0.931905223927994,0.950761442472005,0.920000008,0.014453003,0.938000011,0.923547008,0.952453014
0.880000038,0.032231809,0.891666672,0.859434863,0.923898481,0.919999978,0.022803519085155,0.9430000038,0.920196484714845,0.965803522885155,0.903333288,0.00988828,0.939333344,0.929445065,0.949221624
0.913333318,0.031358166,0.891666665,0.860308499,0.923024831,0.96000002,0.011155465426818,0.944333338,0.933177872573183,0.955488803426817,0.96333335,0.005577737,0.941000018,0.93542228,0.946577755
0.909999988,0.022110845,0.889000003,0.866889158,0.911110848,0.960000008,0.008944274593281,0.9400000028,0.931055728206719,0.948944277393281,0.960000028,0.010110497,0.937000017,0.92688952,0.947110514
0.893333328,0.040345735,0.886666675,0.84632094,0.92701241,0.93333333,0.012472205008658,0.937333335,0.924861129991342,0.949805540008657,0.95333336,0.01725623,0.934000016,0.916743786,0.951256246
0.910000016,0.03636237,0.883000007,0.846637637,0.919362377,0.95333334,0.027648595544,0.9353333358,0.907684740256,0.962981931344,0.95000002,0.008164966,0.93033335,0.922168385,0.938498316
0.91,0.026666684,0.881333338,0.854666654,0.908000022,0.970000018,0.01659985965135,0.933000003,0.916400143348651,0.94959986265135,0.943333356,0.017384532,0.927000016,0.909615484,0.944384548
0.860000048,0.037859388,0.880666672,0.842807284,0.91852606,0.919999998,0.025991462581228,0.9316666712,0.905675208618772,0.957658133781228,0.910000004,0.022900766,0.926666684,0.903765918,0.94956745
0.886666676,0.047551143,0.884,0.836448857,0.931551143,0.926666676,0.025210233512959,0.93533334,0.910123106487042,0.960543573512958,0.943333358,0.013824291,0.928000018,0.914175727,0.941824309
0.88,0.043906475,0.886999998,0.843093523,0.930906473,0.93666664,0.021291643431179,0.9380000068,0.916708363368821,0.959291650231179,0.933333336,0.02494439,0.926333349,0.901388959,0.951277739
0.87333331,0.040688524,0.888999998,0.848311474,0.929688522,0.95000003,0.01943649716956,0.9383333446,0.91889684743044,0.95776984176956,0.933333344,0.00471404,0.924666681,0.91995264,0.929380721
0.879999968,0.020682808,0.892,0.871317192,0.912682808,0.93333332,0.024494916479419,0.9360000066,0.911505090120581,0.960494923079419,0.920000022,0.02129163,0.924666678,0.903375048,0.945958309
0.886666696,0.030459443,0.898000004,0.867540561,0.928459447,0.916666668,0.019436512261437,0.9396666754,0.920230163138563,0.959103187661436,0.92333334,0.015347832,0.929666677,0.914318845,0.945014509
0.886666708,0.031358147,0.900000002,0.868641855,0.931358149,0.93333333,0.023094017984464,0.9416666758,0.918572657815536,0.964760693784463,0.930000016,0.01095444,0.930000011,0.919045571,0.940954451
0.856666648,0.044596961,0.903666665,0.859069704,0.948263626,0.913333338,0.030695645974273,0.9450000118,0.914304365825727,0.975695657774272,0.916666708,0.021602455,0.931000012,0.909397556,0.952602467
0.893333328,0.035978396,0.909333334,0.873354938,0.94531173,0.930000012,0.024221205915483,0.9480000128,0.923778806884517,0.972221218715483,0.916666678,0.01943651,0.934333341,0.914896831,0.95376985
0.903333336,0.023213994,0.912666669,0.889452675,0.935880663,0.9566667,0.016733192562491,0.9503333446,0.933600152037509,0.967066537162491,0.940000038,0.02139573,0.938000008,0.916604279,0.959395738
0.893333328,0.035978392,0.914333336,0.878354944,0.950311728,0.956666686,0.01605545534148,0.9500000104,0.93394455505852,0.966055465741481,0.92333334,0.023380904,0.938333339,0.914952435,0.961714244
0.91666666,0.030731828,0.915000004,0.884268176,0.945731832,0.953333344,0.015916464263993,0.9483333428,0.932416878536008,0.964249807063993,0.92666667,0.019776537,0.939333339,0.919556802,0.959109876
0.900000002,0.033333339,0.914333337,0.880999998,0.947666676,0.940000018,0.014605926377107,0.9480000102,0.933394083822893,0.962605936577107,0.91666665,0.019436518,0.940666674,0.921230156,0.960103191
0.90333333,0.047551144,0.915333332,0.867782188,0.962884476,0.92666665,0.032180065948422,0.9480000092,0.915819943251578,0.980180075148422,0.933333322,0.027888681,0.942000008,0.914111327,0.96988869
0.940000008,0.028185901,0.915,0.886814099,0.943185901,0.970000008,0.011925694687431,0.947333345,0.935407650312569,0.959259039687431,0.970000008,0.011925695,0.941333343,0.929407648,0.953259037
