HER-mean,HER-se,HER-mv,HER-lower,HER-upper,HRS-mean,HRS-se,HRS-mv,HRS-lower,HRS-upper,SARSA-RS-mean,SARSA-RS-se,SARSA-RS-mv,SARSA-RS-lower,SARSA-RS-upper
0.906666668,0.032317876,0.911333332,0.879015456,0.943651208,0.936666672,0.015916459740373,0.9453333462,0.929416886459627,0.961249805940373,0.926666682,0.016733207,0.938333344,0.921600137,0.95506655
0.92333334,0.02147349,0.914333335,0.892859845,0.935806825,0.96666669,0.011547002497041,0.9480000138,0.936453011302959,0.959547016297041,0.94000002,0.025210236,0.94100001,0.915789775,0.966210246
0.913333338,0.041633322,0.910666669,0.869033347,0.952299991,0.943333348,0.015347812410173,0.9450000128,0.929652200389827,0.960347825210172,0.949999998,0.013333353,0.939666674,0.926333321,0.953000027
0.92666668,0.030092453,0.912333338,0.882240885,0.942425791,0.95333333,0.012823610342751,0.945333348,0.932509737657249,0.958156958342751,0.953333356,0.014452987,0.939333343,0.924880356,0.953786329
0.920000008,0.02321399,0.911000004,0.887786014,0.934213994,0.953333358,0.01282358705234,0.9446666824,0.93184309534766,0.95749026945234,0.943333348,0.007601169,0.939333341,0.931732172,0.946934509
0.900000006,0.034560739,0.911666669,0.87710593,0.946227408,0.94000001,0.019206494156355,0.9430000152,0.923793521043646,0.962206509356355,0.933333336,0.013333346,0.937666675,0.924333329,0.951000021
0.909999986,0.030550509,0.912000004,0.881449495,0.942550513,0.950000018,0.010540925112259,0.9416666838,0.931125758687741,0.952207608912259,0.940000016,0.00760117,0.938333344,0.930732174,0.945934513
0.90999996,0.026666676,0.909666673,0.882999997,0.936333349,0.940000008,0.028519004283696,0.939666684,0.911147679716304,0.968185688283696,0.929999996,0.024221208,0.937000011,0.912778802,0.961221219
0.900000002,0.028867521,0.911000013,0.882132492,0.939867534,0.920000008,0.024675677237135,0.9426666842,0.917991006962865,0.967342361437135,0.926666668,0.021395744,0.93966668,0.918270936,0.961062424
0.903333336,0.030459453,0.912333347,0.881873894,0.9427928,0.95000002,0.016996722559891,0.9476666842,0.930669961640109,0.964663406759891,0.940000018,0.011155464,0.943333348,0.932177884,0.954488812
0.936666698,0.023213966,0.910333346,0.88711938,0.933547312,0.963333348,0.009888264739357,0.9456666838,0.935778419060643,0.955554948539356,0.953333348,0.005577739,0.943000012,0.937422273,0.948577751
0.886666676,0.051207638,0.90866668,0.857459042,0.959874318,0.93666668,0.028047583377777,0.943000017,0.914952433622223,0.971047600377777,0.92666666,0.020869974,0.940666675,0.919796701,0.961536649
0.930000026,0.021984827,0.914666682,0.892681855,0.936651509,0.9466667,0.01445298277558,0.945666682,0.93121369922442,0.96011966477558,0.94666668,0.007302966,0.940666677,0.933363711,0.947969643
0.91333334,0.01699674,0.914333346,0.897336606,0.931330086,0.946666674,0.008692271458665,0.9476666796,0.938974408141335,0.956358951058665,0.953333338,0.007302969,0.937333342,0.930030373,0.944636312
0.92666666,0.01000001,0.915666678,0.905666668,0.925666688,0.936666686,0.014452981115024,0.947333345,0.932880363884976,0.961786326115024,0.926666688,0.011155456,0.931666676,0.92051122,0.942822131
0.90333336,0.020682794,0.915000011,0.894317217,0.935682805,0.926666696,0.012110595471188,0.9493333454,0.937222749928812,0.961443940871188,0.940000026,0.013824292,0.933000007,0.919175715,0.946824299
0.886666676,0.022607783,0.918000009,0.895392226,0.940607792,0.93000002,0.016599881659564,0.95200001,0.935400128340436,0.968599891659564,0.926666684,0.007601163,0.934666671,0.927065509,0.942267834
0.923333352,0.023921173,0.924000009,0.900078836,0.947921182,0.97000001,0.008692270384916,0.95600001,0.947307739615085,0.964692280384916,0.956666688,0.01460593,0.93866667,0.924060739,0.9532726
0.913333348,0.037785952,0.924666675,0.886880723,0.962452627,0.970000008,0.010954451880401,0.9546666776,0.9437122257196,0.965621129480401,0.963333348,0.008692273,0.937000003,0.92830773,0.945692275
0.883333328,0.044409704,0.922666676,0.878256972,0.96707638,0.930000016,0.008692262408478,0.9513333408,0.942641078391522,0.960025603208478,0.936666658,0.012823601,0.935666666,0.922843065,0.948490267
0.920000038,0.018559204,0.924666677,0.906107473,0.943225881,0.93666668,0.025560394363157,0.949333341,0.923772946636843,0.974893735363157,0.929999978,0.019090448,0.937000001,0.917909554,0.956090449
0.946666688,0.016158928,0.922666675,0.906507747,0.938825603,0.96333333,0.015202357127193,0.946000006,0.930797648872807,0.961202363127193,0.926666682,0.020869977,0.936666673,0.915796696,0.95753665
0.92666667,0.02962733,0.920666673,0.891039343,0.950294003,0.966666676,0.012472191645595,0.9440000072,0.931527815554405,0.956472198845595,0.913333334,0.024675686,0.939333339,0.914657653,0.964009025
0.926666656,0.015456044,0.917000006,0.901543962,0.93245605,0.943333328,0.019206493670405,0.9376666744,0.918460180729595,0.956873168070405,0.89666667,0.022803518,0.94100001,0.918196492,0.963803528
0.919999992,0.02857739,0.914000008,0.885422618,0.942577398,0.95666669,0.0180123323186,0.9380000106,0.9199876782814,0.9560123429186,0.94,0.015347826,0.944333344,0.928985517,0.95968117
0.933333342,0.032489316,0.912666676,0.88017736,0.945155992,0.953333342,0.023285676035807,0.9360000072,0.912714331164193,0.959285683235807,0.956666672,0.024312786,0.946333344,0.922020559,0.97064613
0.946666676,0.0062361,0.911333343,0.905097243,0.917569443,0.97000002,0.005577735103868,0.9320000106,0.926422275496132,0.937577745703868,0.966666668,0.012472191,0.943000015,0.930527825,0.955472206
0.930000012,0.021984855,0.907333343,0.885348488,0.929318198,0.956666686,0.01605545534148,0.9293333446,0.91327788925852,0.94538879994148,0.940000016,0.016733193,0.940333348,0.923600156,0.957066541
0.893333358,0.045825754,0.905333343,0.859507589,0.951159097,0.93666664,0.021291643431179,0.9293333438,0.908041700368821,0.950624987231179,0.949999986,0.016329945,0.941666681,0.925336737,0.957996626
0.903333336,0.038514067,0.911333342,0.872819275,0.949847409,0.910000018,0.043868487439417,0.9306666826,0.886798195160583,0.974535170039417,0.950000006,0.008164967,0.941666684,0.933501716,0.949831651
0.900000016,0.022973416,0.914666676,0.89169326,0.937640092,0.90333333,0.027243765117508,0.9350000154,0.907756250282493,0.962243780517508,0.926666696,0.0224103,0.941333353,0.918923053,0.963743652
0.926666668,0.017159398,0.918666674,0.901507276,0.935826072,0.943333342,0.021395753181937,0.9400000154,0.918604262218063,0.961395768581937,0.953333346,0.008692273,0.943000015,0.934307742,0.951692288
0.890000008,0.028674424,0.921000008,0.892325584,0.949674432,0.903333348,0.022803521131624,0.9420000172,0.919196496068376,0.964803538331624,0.93000004,0.01725623,0.943333348,0.926077118,0.960589578
0.896666668,0.026034179,0.923666674,0.897632495,0.949700853,0.94666669,0.015202331253978,0.9446666852,0.929464353946022,0.959869016453978,0.930000008,0.021807242,0.942333348,0.920526106,0.964140589
0.906666676,0.021473501,0.925666674,0.904193173,0.947140175,0.936666656,0.01909043776927,0.9443333522,0.92524291443073,0.96342378996927,0.960000006,0.012110602,0.94233335,0.930222748,0.954443951
0.920000008,0.014337213,0.928333343,0.91399613,0.942670556,0.913333376,0.008692265476342,0.9470000216,0.938307756123658,0.955692287076342,0.92333338,0.012110598,0.942000017,0.929889419,0.954110615
0.90666668,0.022110835,0.929333343,0.907222508,0.951444178,0.94333336,0.0180123323186,0.9520000186,0.9339876862814,0.9700123509186,0.94,0.022410323,0.945333348,0.922923025,0.967743671
0.910000008,0.011303879,0.928666677,0.917362798,0.939970556,0.956666678,0.007601172775012,0.9480000152,0.940398842424988,0.955601187975012,0.953333344,0.011925696,0.941333349,0.929407653,0.953259045
0.953333356,0.01615893,0.931000007,0.914841077,0.947158937,0.950000028,0.015634715503933,0.9470000162,0.931365300696067,0.962634731703932,0.95000001,0.009428088,0.940000013,0.930571925,0.949428101
0.936666668,0.013333352,0.927000006,0.913666654,0.940333358,0.953333346,0.008692272992595,0.9463333464,0.937641073407404,0.955025619392595,0.946666696,0.007302969,0.938333346,0.931030377,0.945636315
0.940000004,0.004082481,0.926000006,0.921917525,0.930082487,0.95333333,0.012823610342751,0.9476666778,0.934843067457248,0.960490288142751,0.943333318,0.012110618,0.939666677,0.927556059,0.951777295
0.950000008,0.015811382,0.924000004,0.908188622,0.939811386,0.96333336,0.002981429932848,0.9486666808,0.945685250867152,0.951648110732848,0.95666668,0.003651491,0.941333347,0.937681856,0.944984838
0.916666668,0.02635233,0.923000006,0.896647676,0.949352336,0.930000028,0.005577728888685,0.9490000138,0.943422284911315,0.954577742688685,0.920000036,0.01445298,0.941000014,0.926547034,0.955452994
0.91666666,0.021081866,0.922000005,0.900918139,0.943081871,0.94333336,0.010110499712897,0.9496666766,0.939556176887104,0.959777176312896,0.930000028,0.012823582,0.943000012,0.93017643,0.955823595
0.933333368,0.015811383,0.923000005,0.907188622,0.938811388,0.96333335,0.01192569401661,0.9493333402,0.93740764618339,0.96125903421661,0.95666668,0.012110598,0.943333343,0.931222745,0.955443942
0.930000008,0.023804769,0.919999999,0.89619523,0.943804768,0.963333346,0.017888538453436,0.9456666732,0.927778134746565,0.963555211653436,0.956666686,0.016055455,0.939000007,0.922944552,0.955055463
0.90000002,0.025819892,0.922666668,0.896846776,0.94848656,0.903333326,0.028440977885989,0.9470000066,0.918559028714011,0.975440984485989,0.900000008,0.021081861,0.940000007,0.918918146,0.961081868
0.933333308,0.023570245,0.924333332,0.900763087,0.947903577,0.946666688,0.01366259848394,0.950333342,0.93667074351606,0.96399594048394,0.939999988,0.015347828,0.943333341,0.927985514,0.958681169
0.91333335,0.026034169,0.924666672,0.898632503,0.950700841,0.94333333,0.013824308381352,0.951666675,0.937842366618648,0.965490983381352,0.933333338,0.014142144,0.944333343,0.9301912,0.958475487
0.926666664,0.026666673,0.922333339,0.895666666,0.949000012,0.96666666,0.015634737676811,0.9490000072,0.933365269523189,0.96463474487681,0.96000001,0.005962852,0.942333343,0.936370491,0.948296195
0.91999999,0.036285911,0.926000007,0.889714096,0.962285918,0.96333336,0.018499239383766,0.9496666752,0.931167435816234,0.968165914583766,0.96000002,0.018618977,0.942666676,0.924047699,0.961285653
0.94000002,0.009999997,0.926666676,0.916666679,0.936666673,0.96666669,0.012472186834893,0.948148154666666,0.935675967831774,0.96062034150156,0.953333346,0.008692273,0.940740749,0.932048476,0.949433022
0.906666658,0.02392118,0.925000008,0.901078828,0.948921188,0.936666656,0.009888283347274,0.94583333775,0.935945054402726,0.955721621097274,0.94000002,0.008944269,0.939166674,0.930222405,0.948110943
0.926666666,0.018708287,0.927619057,0.90891077,0.946327344,0.939999996,0.017384547212346,0.947142863714286,0.92975831650194,0.964527410926632,0.933333338,0.016996736,0.939047625,0.922050889,0.956044361
0.903333302,0.036285916,0.927777789,0.891491873,0.964063705,0.92666668,0.02190890716886,0.948333341666667,0.926424434497807,0.970242248835527,0.913333318,0.02467568,0.940000006,0.915324326,0.964675686
0.956666698,0.01452966,0.932666687,0.918137027,0.947196347,0.97666668,0.007601168915958,0.952666674,0.945065505084042,0.960267842915957,0.966666688,0.008164967,0.945333344,0.937168376,0.953498311
0.916666668,0.009128715,0.926666684,0.917537969,0.935795399,0.93666668,0.01192571190517,0.9466666725,0.93474096059483,0.95859238440517,0.933333348,0.00666666,0.940000008,0.933333348,0.946666668
0.9366667,0.00971825,0.930000023,0.920281773,0.939718273,0.960000018,0.007601172950424,0.950000003333333,0.942398830382909,0.957601176283757,0.950000008,0.004714049,0.942222227,0.937508178,0.946936276
0.890000028,0.015456025,0.926666684,0.911210659,0.942122709,0.916666652,0.018257433189444,0.944999996,0.926742562810556,0.963257429189444,0.913333336,0.010954464,0.938333337,0.927378873,0.949287801
0.96333334,0.00816497,0.96333334,0.95516837,0.97149831,0.97333334,0.008944273400712,0.97333334,0.964389066599288,0.982277613400712,0.963333338,0.010954452,0.963333338,0.952378886,0.97428779
