,DYNAMIC,STATIC,DDPG,LINRS,NRS
0,0.0,0.0,0.1000000014901161,0.0,0.1000000014901161
1,0.1000000014901161,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.1000000014901161,0.0,0.1000000014901161,0.0
4,0.0,0.0,0.0,0.0,0.0
