,DYNAMIC-HUMAN,DYNAMIC-RANDOM,STATIC-HUMAN,STATIC-RANDOM,DDPG
0,1.0,1.0,1.0,1.0,1.0
1,1.0,1.0,1.0,0.8999999761581421,0.699999988079071
2,1.0,1.0,1.0,0.8999999761581421,1.0
3,1.0,0.699999988079071,1.0,0.800000011920929,1.0
4,1.0,0.699999988079071,1.0,0.699999988079071,0.8999999761581421
