,DYNAMIC-HUMAN,DYNAMIC-RANDOM,STATIC-HUMAN,STATIC-RANDOM,DDPG
0,0.0,0.0,0.0,0.0,0.1000000014901161
1,0.1000000014901161,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.1000000014901161,0.2000000029802322,0.0
4,0.0,0.1000000014901161,0.0,0.0,0.0
